Millis,Acce_X,Acce_Y,Acce_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp
85087,-0.13,-1.03,0.12,-10.14,-5.40,2.85,31.73
85097,-0.14,-1.03,0.14,-9.63,-6.43,0.69,31.73
85107,-0.14,-1.04,0.11,-8.78,-6.87,-0.06,31.73
85117,-0.14,-1.04,0.12,-8.92,-6.50,-0.26,31.73
85127,-0.14,-1.05,0.12,-9.05,-6.00,-0.32,31.87
85137,-0.14,-1.05,0.12,-9.57,-6.05,-1.62,31.73
85147,-0.14,-1.04,0.12,-10.78,-8.41,-3.51,31.82
85157,-0.15,-1.03,0.11,-11.37,-10.44,-5.69,31.87
85167,-0.16,-1.03,0.12,-11.54,-12.53,-7.89,31.78
85177,-0.18,-1.00,0.11,-12.52,-14.32,-8.35,31.78
85187,-0.20,-1.00,0.11,-11.25,-14.31,-4.58,31.78
85197,-0.20,-0.99,0.10,-10.15,-13.47,2.20,31.87
85207,-0.19,-1.01,0.10,-9.10,-10.55,9.28,31.78
85217,-0.17,-1.04,0.12,-7.97,-8.41,14.08,31.78
85227,-0.16,-1.05,0.12,-6.34,-8.35,16.61,31.87
85237,-0.13,-1.06,0.11,-5.31,-7.89,16.26,31.78
85247,-0.11,-1.06,0.12,-3.91,-9.71,14.50,31.78
85257,-0.11,-1.07,0.10,-2.69,-10.43,13.10,31.82
85267,-0.09,-1.06,0.09,-2.82,-11.44,11.31,31.82
85277,-0.10,-1.07,0.09,-4.41,-11.05,9.37,31.82
85287,-0.09,-1.06,0.09,-5.39,-11.19,7.74,31.82
85297,-0.10,-1.06,0.09,-6.06,-11.28,7.30,31.82
85307,-0.08,-1.08,0.09,-5.25,-10.34,7.97,31.73
85317,-0.07,-1.10,0.10,-3.24,-8.63,8.93,31.92
85327,-0.04,-1.12,0.09,-0.15,-6.72,9.62,31.82
85337,-0.01,-1.15,0.08,2.73,-5.25,9.48,31.78
85347,0.05,-1.17,0.05,4.08,-0.35,8.00,31.82
85357,0.10,-1.19,0.04,3.47,3.74,4.84,31.87
85367,0.15,-1.23,0.04,3.22,8.17,-1.10,31.87
85377,0.19,-1.25,0.04,2.78,11.80,-8.53,31.87
85387,0.23,-1.28,0.04,2.52,15.11,-17.05,31.78
85397,0.24,-1.29,0.05,6.32,20.20,-24.08,31.78
85407,0.27,-1.29,0.05,13.76,29.05,-29.40,31.78
85417,0.26,-1.30,0.05,20.72,37.47,-33.73,31.78
85427,0.25,-1.28,0.05,26.72,44.40,-36.20,31.78
85437,0.24,-1.26,0.04,31.65,52.05,-38.08,31.78
85447,0.22,-1.25,0.03,35.28,58.66,-40.43,31.78
85457,0.20,-1.22,0.03,38.00,64.23,-41.89,31.78
85467,0.16,-1.18,0.02,40.99,68.95,-42.32,31.87
85477,0.13,-1.15,0.02,43.40,73.37,-41.59,31.82
85487,0.10,-1.12,0.03,44.61,76.09,-39.69,31.82
85497,0.06,-1.09,0.04,45.07,78.61,-37.01,31.82
85507,0.04,-1.06,0.04,43.92,80.61,-33.86,31.82
85517,0.02,-1.03,0.05,41.56,81.34,-30.93,31.82
85527,-0.00,-1.01,0.07,38.41,81.94,-28.09,31.92
85537,-0.02,-1.00,0.09,35.88,81.68,-25.01,31.82
85547,-0.03,-0.98,0.10,33.89,81.59,-22.00,31.78
85557,-0.02,-0.96,0.10,31.59,81.95,-18.56,31.92
85567,-0.01,-0.95,0.10,30.08,81.92,-14.70,31.82
85577,-0.00,-0.93,0.10,28.17,83.10,-10.96,31.82
85587,0.01,-0.94,0.10,26.40,84.49,-6.60,31.78
85597,0.01,-0.94,0.11,24.90,86.52,-3.08,31.78
85607,0.01,-0.95,0.12,24.89,87.65,-0.05,31.78
85617,0.01,-0.95,0.12,24.06,88.49,1.34,31.78
85627,0.03,-0.96,0.13,22.89,87.95,0.82,31.87
85637,0.03,-0.96,0.12,20.93,88.20,-0.72,31.68
85647,0.01,-0.97,0.14,18.78,87.82,-3.88,31.78
85657,0.01,-0.97,0.14,16.79,86.99,-7.07,31.87
85667,-0.01,-0.95,0.15,15.89,87.01,-8.78,31.78
