Millis,Acce_X,Acce_Y,Acce_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp
34547,-0.02,-0.53,0.96,-41.30,10.73,6.70,30.60
34557,0.01,-0.55,0.96,-40.41,8.26,6.92,30.60
34567,0.03,-0.57,0.96,-40.44,5.27,5.34,30.65
34577,0.04,-0.57,0.95,-41.16,3.53,2.60,30.55
34587,0.03,-0.56,0.96,-44.23,1.37,0.05,30.55
34597,0.01,-0.56,0.96,-46.23,-1.07,-1.18,30.65
34607,0.01,-0.56,0.96,-46.79,-1.40,-1.37,30.55
34617,0.02,-0.56,0.95,-48.70,0.31,-0.32,30.55
34627,0.01,-0.55,0.96,-52.69,2.96,0.81,30.60
34637,0.01,-0.56,0.96,-58.95,8.06,1.76,30.51
34647,-0.02,-0.57,1.03,-63.13,2.79,2.96,30.69
34657,-0.00,-0.58,1.04,-65.44,4.72,2.52,30.60
34667,0.02,-0.62,1.10,-63.36,6.90,2.58,30.55
34677,0.01,-0.64,1.15,-59.50,6.18,1.59,30.65
34687,0.05,-0.70,1.22,-52.50,16.58,1.42,30.65
34697,0.05,-0.72,1.30,-47.15,23.76,0.00,30.55
34707,0.03,-0.71,1.39,-42.43,27.47,-1.71,30.65
34717,-0.00,-0.70,1.47,-38.29,26.58,-4.37,30.65
34727,-0.03,-0.66,1.52,-38.40,25.86,-6.60,30.55
34737,-0.05,-0.63,1.55,-37.68,24.67,-4.63,30.51
34747,-0.06,-0.63,1.61,-38.43,28.98,-0.43,30.51
34757,-0.02,-0.68,1.68,-35.08,38.85,5.05,30.60
34767,0.01,-0.74,1.76,-26.24,44.58,8.18,30.51
34777,0.03,-0.81,1.84,-13.42,57.50,7.51,30.60
34787,0.01,-0.89,1.95,1.19,59.76,3.45,30.55
34797,-0.05,-0.90,1.98,15.68,56.87,-3.98,30.65
34807,-0.14,-0.88,2.00,29.94,44.00,-8.02,30.65
34817,-0.21,-0.83,1.97,39.86,31.47,-7.01,30.65
34827,-0.25,-0.81,1.93,48.11,20.09,-2.27,30.55
34837,-0.27,-0.80,1.88,57.69,7.86,5.08,30.55
34847,-0.27,-0.83,1.82,67.88,1.51,10.27,30.60
34857,-0.24,-0.88,1.78,75.19,-5.15,13.69,30.60
34867,-0.21,-0.89,1.72,83.07,-9.56,16.78,30.60
34877,-0.16,-0.91,1.67,88.75,-9.53,19.42,30.60
34887,-0.13,-0.97,1.66,96.08,-11.01,22.66,30.55
34897,-0.08,-0.99,1.58,104.92,-8.08,23.57,30.55
34907,-0.04,-0.99,1.50,110.29,-4.06,22.99,30.65
34917,0.00,-0.97,1.41,113.89,-0.20,19.80,30.55
34927,0.02,-0.93,1.34,113.27,4.26,15.02,30.55
34937,0.01,-0.90,1.28,111.54,9.28,13.01,30.55
34947,-0.03,-0.88,1.26,108.99,12.05,13.53,30.51
34957,-0.07,-0.91,1.27,109.48,13.92,14.70,30.60
34967,-0.10,-0.92,1.26,110.66,13.98,18.87,30.51
34977,-0.11,-0.92,1.25,113.77,11.22,23.86,30.60
34987,-0.10,-0.95,1.27,118.00,-2.32,25.76,30.51
34997,-0.02,-0.98,1.17,116.52,-2.37,21.04,30.60
35007,0.01,-1.02,1.21,120.23,-5.50,15.59,30.46
35017,0.03,-1.02,1.17,127.54,-3.77,10.17,30.65
35027,0.02,-0.96,1.13,133.45,1.19,8.55,30.55
35037,0.01,-0.89,1.10,137.24,8.40,8.61,30.55
35047,-0.01,-0.86,1.09,137.10,18.72,9.13,30.46
35057,-0.04,-0.88,1.15,139.82,26.32,10.12,30.51
35067,-0.09,-0.91,1.16,147.63,32.38,11.21,30.60
35077,-0.15,-0.91,1.19,156.87,36.95,16.32,30.60
35087,-0.17,-0.91,1.20,167.21,32.81,18.75,30.51
35097,-0.20,-0.88,1.16,173.54,24.32,18.95,30.51
35107,-0.21,-0.82,1.08,177.34,11.37,19.39,30.65
35117,-0.18,-0.79,1.00,179.86,-2.56,18.61,30.46
35127,-0.12,-0.75,0.90,179.77,-18.27,16.24,30.55
35137,-0.08,-0.72,0.79,179.97,-33.76,10.92,30.55
35147,-0.05,-0.68,0.71,181.47,-45.82,4.52,30.55
35157,-0.04,-0.62,0.62,182.38,-56.46,-2.78,30.55
35167,-0.02,-0.52,0.51,181.45,-54.64,-5.21,30.51
35177,0.02,-0.41,0.39,176.60,-41.91,-2.66,30.51
35187,0.03,-0.32,0.35,169.68,-19.31,1.25,30.51
35197,0.02,-0.27,0.32,161.63,5.77,5.39,30.51
35207,-0.00,-0.24,0.37,154.11,20.87,6.09,30.60
35217,-0.04,-0.20,0.42,148.17,25.44,5.37,30.51
35227,-0.12,-0.17,0.47,142.90,21.21,4.26,30.55
35237,-0.17,-0.16,0.53,140.53,12.12,4.08,30.55
35247,-0.21,-0.14,0.56,140.92,-0.18,5.66,30.46
35257,-0.22,-0.10,0.56,144.81,-11.82,8.64,30.46
35267,-0.19,-0.04,0.51,146.02,-19.66,12.73,30.55
35277,-0.14,0.02,0.47,145.82,-23.24,17.30,30.51
35287,-0.08,0.07,0.44,145.45,-21.97,18.61,30.41
35297,-0.02,0.10,0.41,139.94,-19.94,14.47,30.51
35307,0.04,0.13,0.37,132.24,-20.05,8.20,30.41
35317,0.04,0.16,0.36,122.90,-19.10,0.64,30.51
35327,-0.00,0.18,0.40,112.37,-16.69,-3.34,30.55
35337,-0.03,0.16,0.46,109.88,-17.62,-3.15,30.55
35347,-0.05,0.15,0.52,112.31,-19.02,0.64,30.55
35357,-0.02,0.15,0.54,120.23,-17.86,5.88,30.65
35367,0.03,0.23,0.52,128.81,-12.93,12.20,30.46
35377,0.02,0.31,0.52,132.06,-12.06,20.73,30.51
35387,0.05,0.36,0.53,127.40,-5.18,25.56,30.51
35397,0.04,0.33,0.63,121.56,-8.53,22.34,30.51
35407,0.04,0.30,0.70,113.89,-17.24,10.52,30.60
35417,0.04,0.31,0.72,108.38,-32.14,-2.43,30.55
35427,0.05,0.31,0.72,106.75,-48.95,-12.02,30.51
35437,0.10,0.34,0.63,111.39,-54.43,-15.04,30.46
