Millis,Acce_X,Acce_Y,Acce_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp
30757,0.16,-0.41,1.26,20.75,-19.94,-55.45,31.21
30767,0.21,-0.40,1.21,21.59,-12.18,-56.46,31.21
30777,0.23,-0.40,1.16,20.78,-1.68,-57.92,31.21
30787,0.24,-0.39,1.14,19.19,9.57,-59.91,31.12
30797,0.21,-0.39,1.12,17.44,18.26,-61.65,31.21
30807,0.19,-0.37,1.10,16.08,23.40,-63.60,31.17
30817,0.17,-0.37,1.08,12.20,26.72,-65.53,31.26
30827,0.13,-0.35,1.04,6.40,28.38,-67.25,31.26
30837,0.11,-0.38,1.04,0.63,30.79,-67.89,31.17
30847,0.09,-0.39,1.01,-3.02,32.29,-70.76,31.17
30857,0.04,-0.41,1.07,-2.75,33.57,-68.99,31.21
30867,0.04,-0.45,1.06,2.89,33.98,-67.62,31.17
30877,0.05,-0.46,1.05,8.12,38.78,-68.11,31.07
30887,0.02,-0.44,1.02,13.08,40.60,-68.66,31.21
30897,-0.00,-0.42,0.99,14.67,41.66,-68.73,31.21
30907,-0.00,-0.39,0.96,16.60,40.23,-69.79,31.21
30917,-0.00,-0.37,0.92,16.43,36.82,-72.14,31.12
30927,-0.00,-0.35,0.88,13.98,33.28,-73.98,31.21
30937,0.00,-0.35,0.87,11.47,28.11,-76.15,31.21
30947,0.02,-0.38,0.88,6.96,24.03,-79.73,31.21
30957,0.03,-0.36,0.87,4.81,21.94,-83.28,31.21
30967,0.04,-0.35,0.85,3.91,25.79,-83.13,31.07
30977,0.04,-0.35,0.81,2.87,39.45,-79.89,31.17
30987,0.02,-0.37,0.83,4.98,56.40,-73.91,31.26
30997,0.01,-0.38,0.85,7.24,73.92,-68.47,31.17
31007,-0.02,-0.40,0.87,10.58,85.77,-66.11,31.26
31017,-0.07,-0.40,0.90,11.50,87.94,-67.80,31.07
31027,-0.12,-0.40,0.93,11.88,83.50,-70.55,31.21
31037,-0.18,-0.38,0.95,12.06,71.95,-73.10,31.17
31047,-0.21,-0.36,0.95,9.83,60.87,-75.37,31.21
31057,-0.23,-0.36,0.96,8.78,51.11,-77.04,31.21
31067,-0.22,-0.35,0.92,7.89,42.58,-78.23,31.21
31077,-0.21,-0.35,0.91,5.89,37.39,-79.05,31.12
31087,-0.17,-0.35,0.88,6.47,35.94,-80.44,31.12
31097,-0.16,-0.36,0.85,8.81,34.92,-80.75,31.21
31107,-0.13,-0.35,0.82,10.67,36.40,-80.35,31.21
31117,-0.14,-0.35,0.82,9.51,40.29,-80.14,31.21
31127,-0.16,-0.36,0.84,9.76,41.80,-79.37,31.07
31137,-0.15,-0.37,0.84,9.37,40.87,-78.87,31.17
31147,-0.13,-0.38,0.84,8.69,38.34,-80.67,31.17
31157,-0.14,-0.37,0.82,7.07,37.53,-83.21,31.17
31167,-0.17,-0.35,0.81,3.71,35.73,-84.27,31.17
31177,-0.18,-0.36,0.82,1.98,35.59,-84.34,31.17
31187,-0.17,-0.39,0.84,1.60,35.05,-85.40,31.17
31197,-0.16,-0.40,0.86,3.47,31.27,-88.70,31.12
31207,-0.13,-0.41,0.86,5.83,23.56,-92.96,31.12
31217,-0.11,-0.42,0.82,6.09,14.15,-99.79,31.12
31227,-0.07,-0.43,0.82,6.21,6.96,-105.13,31.21
31237,-0.03,-0.41,0.79,4.49,7.82,-107.45,31.12
31247,-0.03,-0.39,0.77,1.16,15.82,-106.05,31.12
31257,-0.02,-0.43,0.82,2.24,29.88,-102.82,31.21
31267,-0.03,-0.47,0.86,5.21,43.25,-100.92,31.21
31277,-0.07,-0.49,0.89,7.89,45.18,-104.17,31.21
31287,-0.08,-0.48,0.90,10.63,38.67,-111.77,31.17
31297,-0.09,-0.47,0.88,9.22,26.18,-118.56,31.17
31307,-0.09,-0.48,0.88,10.08,17.65,-123.30,31.17
31317,-0.09,-0.47,0.90,9.94,12.90,-126.31,31.17
31327,-0.07,-0.46,0.88,6.87,13.98,-127.98,31.17
31337,-0.09,-0.47,0.89,4.98,15.66,-129.40,31.17
31347,-0.11,-0.44,0.89,3.30,20.64,-128.95,31.17
31357,-0.15,-0.44,0.92,1.16,24.69,-126.17,31.17
31367,-0.16,-0.43,0.92,2.61,26.20,-124.00,31.12
31377,-0.17,-0.43,0.91,1.73,26.70,-123.39,31.12
31387,-0.18,-0.45,0.91,1.08,27.80,-120.15,31.12
31397,-0.18,-0.42,0.90,0.23,27.37,-118.70,31.21
31407,-0.20,-0.43,0.93,-2.47,29.82,-116.56,31.21
31417,-0.19,-0.48,0.98,-3.42,29.28,-115.91,31.12
31427,-0.18,-0.52,1.03,-1.68,21.47,-119.63,31.21
31437,-0.14,-0.54,1.01,2.76,12.96,-126.20,31.21
31447,-0.14,-0.50,0.94,6.66,6.98,-129.62,31.21
31457,-0.16,-0.45,0.89,6.89,5.45,-126.73,31.07
31467,-0.16,-0.41,0.81,2.69,13.01,-119.77,31.26
31477,-0.20,-0.39,0.82,-5.16,22.44,-112.31,31.17
31487,-0.24,-0.41,0.86,-13.28,31.10,-106.96,31.17
31497,-0.28,-0.46,0.93,-17.51,31.22,-104.12,31.17
31507,-0.30,-0.49,0.99,-16.11,25.95,-104.60,31.17
31517,-0.31,-0.54,1.04,-9.30,16.52,-104.46,31.17
31527,-0.26,-0.61,1.07,3.86,9.47,-106.55,31.17
31537,-0.21,-0.68,1.09,20.46,4.08,-110.32,31.21
31547,-0.17,-0.71,1.11,41.08,-1.08,-117.07,31.21
31557,-0.18,-0.64,1.05,50.60,-3.76,-120.73,31.31
31567,-0.23,-0.50,0.96,48.20,-4.50,-118.27,31.12
31577,-0.30,-0.37,0.92,36.85,-6.38,-113.88,31.21
31587,-0.35,-0.31,0.87,17.89,-9.27,-106.93,31.12
31597,-0.35,-0.28,0.90,4.64,-10.82,-96.67,31.21
31607,-0.32,-0.31,0.88,-2.64,-10.21,-87.50,31.26
31617,-0.23,-0.38,0.90,-7.07,-8.03,-78.69,31.26
31627,-0.15,-0.43,0.91,-9.18,-8.52,-75.97,31.07
31637,-0.08,-0.47,0.92,-10.58,-11.59,-77.08,31.17
31647,-0.01,-0.49,0.92,-11.97,-10.09,-80.29,31.17
31657,0.05,-0.48,0.88,-13.68,-5.73,-81.28,31.17
31667,0.09,-0.45,0.85,-17.25,3.25,-77.47,31.12
31677,0.11,-0.43,0.86,-21.53,14.09,-74.27,31.17
31687,0.09,-0.45,0.91,-25.68,24.92,-69.89,31.12
31697,0.10,-0.48,0.94,-29.57,27.15,-68.79,31.21
31707,0.09,-0.49,0.95,-32.11,25.50,-69.88,31.21
31717,0.08,-0.48,0.94,-31.68,24.43,-69.92,31.12
31727,0.07,-0.48,0.94,-31.69,21.05,-70.05,31.21
31737,0.07,-0.48,0.93,-34.53,19.08,-70.66,31.12
31747,0.06,-0.48,0.92,-37.13,15.28,-74.17,31.12
31757,0.04,-0.48,0.95,-37.30,9.25,-75.83,31.12
31767,0.03,-0.50,0.92,-37.10,4.37,-75.59,31.17
