Timestamp,Acce_X,Acce_Y,Acce_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp
449067,-0.07,-0.12,0.88,1.90,-2.95,-3.05,28.15
449077,-0.05,-0.12,0.87,-0.53,0.42,-3.56,28.25
449087,-0.07,-0.12,0.90,0.60,6.08,-3.72,28.11
449097,-0.12,-0.12,0.91,-1.86,4.21,-3.22,28.20
449107,-0.16,-0.12,0.92,-4.21,1.09,-3.09,28.15
449117,-0.15,-0.12,0.95,-3.54,0.24,-0.63,28.15
449127,-0.16,-0.12,0.96,-3.70,-3.09,1.53,28.20
449137,-0.17,-0.12,0.95,-0.31,0.53,4.42,28.20
449147,-0.18,-0.12,0.97,0.88,2.34,5.85,28.20
449157,-0.21,-0.12,0.98,2.74,4.73,8.15,28.06
449167,-0.26,-0.12,1.00,4.77,3.98,11.85,28.15
449177,-0.30,-0.11,1.00,6.01,0.33,17.40,28.11
449187,-0.29,-0.11,1.00,7.63,-3.73,23.96,28.11
449197,-0.28,-0.12,0.98,7.92,-5.01,28.44,28.15
449207,-0.29,-0.12,0.99,7.24,-5.59,31.30,28.15
449217,-0.31,-0.12,1.02,6.05,-8.30,33.74,28.15
449227,-0.35,-0.13,1.03,6.89,-11.85,35.92,28.20
449237,-0.40,-0.14,1.03,9.48,-16.20,37.92,28.15
449247,-0.46,-0.14,0.97,13.41,-18.37,41.99,28.15
449257,-0.51,-0.14,0.91,15.47,-18.00,48.54,28.15
449267,-0.54,-0.16,0.88,14.97,-13.30,56.84,28.11
449277,-0.58,-0.17,0.90,12.01,-11.76,63.82,28.11
449287,-0.62,-0.18,0.91,8.44,-13.22,72.66,28.15
449297,-0.65,-0.19,0.97,7.69,-21.60,82.24,28.15
449307,-0.64,-0.22,0.98,13.15,-33.35,91.34,28.11
449317,-0.63,-0.22,0.94,19.08,-36.12,101.16,28.20
449327,-0.56,-0.22,0.85,23.92,-24.99,111.76,28.20
449337,-0.45,-0.26,0.82,21.55,-3.03,121.02,28.15
449347,-0.40,-0.29,0.93,16.17,13.74,125.37,28.15
449357,-0.38,-0.32,1.04,12.79,18.59,122.57,28.11
449367,-0.39,-0.33,1.10,9.95,9.08,117.35,28.11
449377,-0.44,-0.35,1.09,14.78,-8.92,113.78,28.15
449387,-0.45,-0.37,1.06,23.02,-15.85,114.92,28.15
449397,-0.47,-0.38,1.01,31.41,-13.62,118.93,28.15
449407,-0.49,-0.37,0.97,34.15,-4.19,127.40,28.20
449417,-0.47,-0.36,0.94,31.94,4.08,134.23,28.20
449427,-0.47,-0.38,0.93,30.15,10.66,140.47,28.25
449437,-0.47,-0.40,0.92,28.99,12.10,146.85,28.15
449447,-0.46,-0.43,0.93,26.86,5.76,153.63,28.20
449457,-0.42,-0.44,0.97,27.70,-2.44,160.08,28.20
449467,-0.34,-0.47,0.90,29.34,-4.37,164.35,28.15
449477,-0.28,-0.48,0.86,29.65,-2.27,165.39,28.15
449487,-0.23,-0.49,0.84,30.20,6.11,166.47,28.20
449497,-0.19,-0.50,0.83,26.63,16.80,164.21,28.11
449507,-0.22,-0.52,0.86,22.53,24.20,161.99,28.11
449517,-0.28,-0.52,0.89,18.79,21.06,161.76,28.15
449527,-0.32,-0.49,0.87,19.10,11.17,162.79,28.15
449537,-0.32,-0.48,0.77,21.83,9.20,171.08,28.20
449547,-0.24,-0.50,0.70,20.31,12.49,179.38,28.11
449557,-0.16,-0.52,0.73,14.06,27.49,182.21,28.15
449567,-0.12,-0.55,0.82,6.02,39.63,182.35,28.15
449577,-0.15,-0.55,0.90,-1.40,37.14,179.63,28.15
449587,-0.21,-0.58,1.00,-3.95,22.07,177.27,28.20
449597,-0.27,-0.56,1.04,3.58,-5.31,176.64,28.20
449607,-0.27,-0.55,0.97,11.08,-25.05,185.73,28.25
449617,-0.13,-0.58,0.88,14.96,-25.29,191.95,28.25
449627,-0.03,-0.57,0.88,16.80,-12.53,194.60,28.11
449637,0.06,-0.55,0.85,16.02,7.39,197.40,28.11
449647,0.12,-0.52,0.88,8.21,20.66,194.22,28.15
449657,0.12,-0.52,0.97,1.26,25.24,190.97,28.15
449667,0.12,-0.56,1.08,-2.64,12.59,188.11,28.15
449677,0.15,-0.57,1.16,-3.31,-11.46,183.59,28.11
449687,0.20,-0.57,1.19,1.02,-30.63,177.72,28.11
449697,0.24,-0.56,1.14,8.92,-43.09,171.46,28.06
449707,0.28,-0.53,1.05,16.76,-44.06,165.05,28.15
449717,0.28,-0.50,0.97,22.55,-41.01,157.85,28.11
449727,0.25,-0.44,0.84,25.06,-38.20,150.95,28.20
449737,0.22,-0.39,0.69,24.44,-32.05,147.97,28.06
449747,0.23,-0.38,0.62,20.97,-21.82,146.06,28.06
449757,0.23,-0.35,0.62,16.79,-8.85,144.25,28.06
449767,0.23,-0.34,0.65,11.30,5.50,144.30,28.20
449777,0.24,-0.34,0.69,4.08,15.08,144.93,28.20
449787,0.23,-0.34,0.75,-1.05,17.73,142.46,28.15
449797,0.24,-0.33,0.80,-3.26,17.15,139.27,28.15
449807,0.23,-0.34,0.81,-2.27,7.98,132.02,28.20
449817,0.24,-0.30,0.76,-1.25,6.95,125.34,28.11
449827,0.21,-0.26,0.75,1.60,13.11,122.44,28.11
449837,0.23,-0.25,0.69,4.12,34.11,123.27,28.15
449847,0.23,-0.24,0.69,0.95,58.11,124.11,28.15
449857,0.19,-0.25,0.78,-6.37,71.00,122.56,28.11
449867,0.13,-0.25,0.86,-14.52,65.75,118.70,28.01
449877,0.07,-0.21,0.91,-20.85,43.27,113.73,28.15
449887,0.05,-0.23,0.87,-16.47,30.60,111.48,28.06
449897,0.05,-0.20,0.84,-8.05,28.21,112.37,28.15
449907,0.11,-0.16,0.79,2.92,44.93,117.06,28.11
449917,0.13,-0.17,0.71,5.89,68.27,123.68,28.11
449927,0.17,-0.19,0.73,0.33,83.23,128.08,28.15
449937,0.20,-0.23,0.80,-10.11,82.89,124.99,28.15
449947,0.21,-0.25,0.88,-18.78,66.98,118.25,28.15
449957,0.20,-0.25,0.92,-22.66,46.13,109.48,28.11
449967,0.22,-0.25,0.93,-20.46,31.77,100.32,28.11
449977,0.23,-0.23,0.90,-18.66,26.88,89.89,28.06
449987,0.19,-0.19,0.90,-21.34,27.85,81.49,28.06
449997,0.14,-0.18,0.96,-23.94,27.89,74.89,28.11
450007,0.08,-0.14,1.02,-27.56,20.52,70.50,28.11
450017,0.06,-0.13,1.05,-27.18,12.62,66.75,28.15
450027,0.05,-0.14,1.02,-17.70,14.54,63.14,28.15
450037,0.05,-0.16,0.90,-4.34,28.50,62.57,28.25
450047,0.07,-0.17,0.79,4.53,53.44,61.39,28.20
450057,0.08,-0.08,0.72,1.42,71.55,51.06,28.20
450067,-0.08,-0.03,0.82,-9.85,71.21,43.44,28.15
450077,-0.28,0.02,0.87,-20.42,35.99,42.61,28.06
450087,-0.30,-0.03,0.81,-23.89,-5.51,55.05,28.29
450097,-0.10,-0.10,0.68,-22.16,0.76,60.79,28.11
450107,-0.07,-0.09,0.77,-24.10,13.06,61.63,28.20
450117,-0.05,-0.06,0.86,-29.09,29.31,61.72,28.06
450127,-0.08,-0.04,0.93,-37.95,24.92,53.10,28.15
450137,-0.22,-0.04,1.01,-42.73,7.30,50.34,28.06
450147,-0.32,-0.07,1.09,-37.96,-32.34,54.12,28.11
450157,-0.28,-0.07,1.03,-28.30,-60.68,60.90,28.15
450167,-0.16,-0.07,0.94,-20.00,-60.63,68.70,28.06
450177,-0.08,-0.09,0.89,-15.27,-45.15,74.62,28.11
