Timestamp,Acce_X,Acce_Y,Acce_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp
273197,-0.03,-0.97,-0.10,2.06,-2.73,-0.47,28.53
273207,-0.03,-0.99,-0.11,1.51,-2.37,-0.24,28.58
273217,-0.02,-0.99,-0.11,0.93,-2.74,-0.31,28.58
273227,-0.02,-1.00,-0.09,0.47,-2.08,-1.30,28.58
273237,-0.03,-1.00,-0.09,0.80,-3.34,-1.85,28.53
273247,-0.04,-1.00,-0.08,1.81,-4.79,-1.47,28.53
273257,-0.04,-0.99,-0.08,3.09,-5.12,-0.04,28.53
273267,-0.05,-0.99,-0.08,4.37,-4.45,2.08,28.58
273277,-0.05,-0.98,-0.07,5.96,-4.86,4.93,28.53
273287,-0.03,-0.99,-0.08,8.08,-3.39,7.81,28.53
273297,-0.01,-0.99,-0.08,9.18,-1.36,10.29,28.58
273307,0.00,-1.00,-0.08,10.95,-1.02,11.80,28.67
273317,0.01,-1.00,-0.09,12.44,-0.85,12.98,28.62
273327,0.03,-1.00,-0.11,12.84,-0.24,13.82,28.53
273337,0.05,-1.00,-0.11,11.88,-1.94,13.59,28.62
273347,0.08,-0.99,-0.10,11.29,-2.37,13.07,28.58
273357,0.10,-0.99,-0.09,11.67,-2.37,11.40,28.58
273367,0.13,-0.98,-0.09,11.07,-0.92,8.94,28.62
273377,0.13,-0.96,-0.09,10.27,-1.03,7.34,28.62
273387,0.13,-0.95,-0.10,11.53,-0.59,7.84,28.58
273397,0.15,-0.94,-0.12,13.22,3.29,9.44,28.58
273407,0.17,-0.94,-0.13,14.05,8.31,10.01,28.62
273417,0.20,-0.94,-0.12,13.29,12.20,8.76,28.62
273427,0.21,-0.95,-0.12,11.45,13.94,6.36,28.53
273437,0.22,-0.94,-0.13,9.49,12.90,3.83,28.58
273447,0.23,-0.92,-0.15,9.64,12.78,2.05,28.62
273457,0.23,-0.92,-0.16,10.90,15.76,1.24,28.72
273467,0.22,-0.91,-0.18,12.49,20.84,2.98,28.62
273477,0.23,-0.91,-0.20,13.14,26.47,5.25,28.58
273487,0.26,-0.93,-0.23,13.08,34.06,5.99,28.58
273497,0.27,-0.96,-0.25,10.52,44.09,5.29,28.62
273507,0.28,-0.97,-0.23,6.80,46.29,1.56,28.62
273517,0.29,-0.97,-0.23,3.69,47.08,-2.71,28.58
273527,0.29,-0.96,-0.24,2.92,48.18,-8.14,28.48
273537,0.28,-0.96,-0.26,2.75,51.17,-12.10,28.62
273547,0.25,-0.94,-0.27,1.95,54.41,-15.00,28.53
273557,0.23,-0.93,-0.29,0.47,58.71,-14.73,28.48
273567,0.20,-0.94,-0.32,-0.98,64.88,-13.77,28.58
273577,0.19,-0.94,-0.33,-4.46,73.00,-12.87,28.58
273587,0.15,-0.94,-0.33,-9.25,76.89,-11.71,28.62
273597,0.14,-0.95,-0.29,-11.50,76.39,-9.73,28.62
273607,0.14,-0.96,-0.31,-10.56,78.59,-7.00,28.53
273617,0.14,-0.99,-0.31,-6.79,84.68,-3.73,28.67
273627,0.15,-0.99,-0.31,-4.10,92.21,-2.09,28.62
273637,0.16,-1.01,-0.32,-4.09,98.47,-2.06,28.62
273647,0.15,-1.00,-0.34,-6.13,102.82,-2.54,28.67
273657,0.12,-1.01,-0.35,-8.09,103.90,-3.89,28.58
273667,0.10,-1.00,-0.35,-9.70,106.66,-4.84,28.53
273677,0.05,-1.01,-0.34,-11.20,106.61,-4.50,28.62
273687,0.02,-1.03,-0.32,-11.67,104.44,-2.79,28.62
273697,-0.00,-1.03,-0.33,-12.00,106.67,0.73,28.58
273707,-0.06,-1.04,-0.30,-11.19,108.57,3.49,28.58
273717,-0.03,-1.06,-0.29,-9.63,117.34,6.69,28.62
273727,-0.05,-1.06,-0.27,-7.95,116.38,10.21,28.62
273737,-0.04,-1.08,-0.28,-5.60,117.09,12.68,28.58
