Timestamp,Acce_X,Acce_Y,Acce_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp
32097,-0.23,-0.03,1.08,-5.68,-1.89,-3.74,31.26
32107,-0.24,-0.02,1.09,-4.85,-1.86,-3.01,31.17
32117,-0.25,-0.03,1.08,-4.29,-1.83,-2.53,31.26
32127,-0.27,-0.03,1.09,-3.74,-1.91,-2.49,31.26
32137,-0.29,-0.03,1.09,-2.44,-3.47,-2.44,31.17
32147,-0.31,-0.04,1.08,-1.50,-4.70,-1.85,31.35
32157,-0.34,-0.03,1.07,-1.10,-3.53,-0.35,31.35
32167,-0.37,-0.02,1.04,-0.60,-2.17,2.23,31.31
32177,-0.39,-0.01,1.02,-2.02,1.76,4.67,31.21
32187,-0.43,-0.00,1.03,-3.62,3.80,7.51,31.21
32197,-0.46,-0.02,1.04,-4.63,3.13,10.81,31.31
32207,-0.50,-0.03,1.05,-4.92,-0.44,13.98,31.21
32217,-0.52,-0.03,1.07,-5.36,-3.82,18.11,31.31
32227,-0.54,-0.05,1.08,-4.67,-9.21,22.84,31.31
32237,-0.55,-0.06,1.06,-4.56,-9.80,26.90,31.26
32247,-0.56,-0.05,1.03,-4.79,-5.01,30.05,31.26
32257,-0.57,-0.04,1.00,-5.53,3.50,34.20,31.26
32267,-0.61,-0.05,1.00,-7.13,12.85,38.87,31.35
32277,-0.65,-0.05,1.00,-7.18,20.32,44.29,31.26
32287,-0.70,-0.06,1.00,-7.57,21.83,50.53,31.35
32297,-0.75,-0.08,1.00,-9.59,19.66,56.98,31.21
32307,-0.79,-0.09,0.99,-9.02,12.85,65.54,31.21
32317,-0.78,-0.10,0.95,-7.74,7.01,76.00,31.40
32327,-0.74,-0.10,0.92,-9.18,5.53,87.25,31.21
32337,-0.66,-0.11,0.90,-12.60,5.77,97.42,31.21
32347,-0.60,-0.12,0.90,-18.05,7.04,104.47,31.21
32357,-0.55,-0.14,0.93,-19.82,8.69,110.84,31.31
32367,-0.51,-0.17,0.95,-24.41,9.98,114.41,31.21
32377,-0.50,-0.20,1.03,-27.31,8.44,114.47,31.26
32387,-0.50,-0.20,1.04,-26.93,10.93,116.43,31.26
32397,-0.49,-0.21,1.08,-26.69,9.25,119.01,31.26
32407,-0.47,-0.22,1.08,-24.08,13.22,120.32,31.26
32417,-0.47,-0.24,1.08,-20.20,20.87,120.76,31.35
32427,-0.49,-0.26,1.07,-17.42,30.21,121.91,31.31
32437,-0.55,-0.26,1.07,-14.09,36.95,125.39,31.17
32447,-0.61,-0.26,1.06,-11.95,36.66,130.26,31.31
32457,-0.66,-0.24,0.99,-11.85,30.85,138.64,31.31
32467,-0.67,-0.23,0.93,-15.95,27.37,150.61,31.21
32477,-0.65,-0.23,0.93,-20.44,18.84,163.16,31.31
32487,-0.61,-0.27,0.88,-25.50,11.22,170.14,31.31
32497,-0.57,-0.30,0.87,-34.78,8.79,177.13,31.40
32507,-0.50,-0.32,0.93,-41.19,8.87,183.69,31.21
32517,-0.44,-0.34,0.94,-44.06,5.37,186.40,31.26
32527,-0.37,-0.37,0.97,-48.72,10.00,186.38,31.35
32537,-0.33,-0.40,1.02,-50.53,13.30,183.48,31.26
32547,-0.30,-0.40,1.04,-52.70,15.54,182.20,31.26
32557,-0.29,-0.40,1.07,-52.20,16.34,182.93,31.26
32567,-0.24,-0.38,1.05,-51.59,18.38,184.93,31.35
32577,-0.21,-0.38,1.02,-54.64,26.63,188.49,31.26
32587,-0.15,-0.42,1.06,-59.66,35.25,190.23,31.40
32597,-0.11,-0.46,1.09,-65.08,42.72,190.14,31.31
32607,-0.10,-0.49,1.12,-68.37,44.52,188.50,31.31
32617,-0.09,-0.50,1.12,-67.94,37.88,187.11,31.31
32627,-0.07,-0.52,1.14,-62.40,24.06,184.38,31.40
32637,0.02,-0.52,1.09,-57.05,12.37,177.47,31.31
32647,0.06,-0.51,1.04,-55.02,6.67,168.26,31.31
32657,0.10,-0.48,1.02,-52.66,3.01,155.40,31.12
32667,0.08,-0.45,0.99,-52.23,-2.60,144.23,31.35
32677,0.03,-0.43,0.97,-52.18,-6.26,134.21,31.35
32687,-0.07,-0.42,0.94,-55.39,-16.23,128.93,31.26
32697,-0.10,-0.39,0.91,-60.52,-27.65,127.02,31.26
32707,-0.14,-0.38,0.93,-64.08,-36.73,129.63,31.26
32717,-0.14,-0.36,0.93,-64.12,-43.51,134.23,31.26
32727,-0.11,-0.38,0.92,-60.06,-44.96,138.84,31.31
32737,-0.06,-0.40,0.92,-54.95,-50.64,141.36,31.31
