Millis,Acce_X,Acce_Y,Acce_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp
74887,0.21,-0.08,1.19,0.61,-0.56,-6.50,30.18
74897,0.22,-0.08,1.18,3.34,-1.15,-10.29,30.18
74907,0.21,-0.06,1.15,4.63,-3.01,-12.90,30.13
74917,0.21,-0.03,1.10,4.70,-3.25,-12.23,30.22
74927,0.21,-0.02,1.08,2.29,-0.95,-9.33,30.22
74937,0.24,-0.02,1.08,-0.87,2.56,-8.32,30.22
74947,0.24,-0.04,1.08,-3.79,3.71,-10.90,30.22
74957,0.21,-0.04,1.11,-7.13,-1.30,-13.56,30.22
74967,0.15,-0.05,1.10,-11.77,-12.89,-15.31,30.18
74977,0.15,-0.06,1.14,-18.12,-31.21,-18.73,30.18
74987,0.13,-0.04,1.17,-27.02,-46.60,-25.15,30.18
74997,0.10,-0.06,1.20,-33.92,-70.00,-37.53,30.27
75007,0.09,-0.09,1.19,-35.83,-93.80,-47.27,30.27
75017,0.16,-0.09,1.11,-32.29,-104.85,-47.88,30.27
75027,0.28,-0.08,1.00,-21.97,-86.18,-37.82,30.27
75037,0.37,-0.12,0.97,-8.02,-45.45,-22.96,30.22
75047,0.42,-0.16,1.03,6.96,0.44,-10.46,30.22
75057,0.42,-0.21,1.08,13.11,27.13,-5.02,30.22
75067,0.41,-0.18,1.07,11.01,27.31,-7.80,30.22
75077,0.28,-0.21,1.15,6.87,-4.67,-20.09,30.13
75087,0.24,-0.18,1.11,-1.13,-38.44,-31.92,30.22
75097,0.26,-0.18,1.06,-5.60,-60.17,-34.93,30.27
75107,0.32,-0.17,0.97,-1.91,-56.26,-27.68,30.27
75117,0.37,-0.19,0.92,4.26,-28.29,-14.66,30.27
75127,0.40,-0.20,0.91,14.20,7.73,-1.39,30.27
75137,0.37,-0.21,0.97,18.61,31.27,6.06,30.27
75147,0.32,-0.20,0.99,17.30,33.85,5.76,30.18
75157,0.25,-0.20,1.03,12.17,14.67,0.99,30.27
75167,0.22,-0.20,1.03,6.41,-14.44,-4.63,30.22
75177,0.25,-0.19,0.98,2.63,-33.27,-7.30,30.22
75187,0.32,-0.20,0.89,2.08,-34.27,-3.18,30.22
75197,0.38,-0.22,0.84,3.71,-15.95,5.85,30.13
75207,0.41,-0.23,0.83,6.49,13.73,15.05,30.13
75217,0.41,-0.24,0.87,10.46,40.90,20.12,30.22
75227,0.33,-0.26,0.90,9.98,60.76,17.39,30.27
75237,0.20,-0.27,0.97,7.01,60.50,12.60,30.27
75247,0.06,-0.23,0.98,3.97,56.35,10.32,30.27
