Timestamp,Acce_X,Acce_Y,Acce_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp
40087,-0.09,-0.54,1.27,17.07,140.55,-6.46,32.34
40097,-0.23,-0.51,1.28,16.41,127.66,-10.79,32.34
40107,-0.35,-0.46,1.28,17.05,101.47,-11.88,32.34
40117,-0.41,-0.40,1.28,18.69,69.08,-11.65,32.29
40127,-0.42,-0.41,1.23,20.44,30.34,-9.80,32.29
40137,-0.32,-0.39,1.17,20.66,3.95,-8.26,32.39
40147,-0.21,-0.37,1.05,15.98,-10.55,-10.67,32.39
40157,-0.12,-0.34,0.96,9.15,-16.87,-15.37,32.29
40167,-0.05,-0.30,0.85,-4.53,-14.52,-19.39,32.39
40177,-0.03,-0.23,0.71,-24.31,-6.58,-21.57,32.39
40187,-0.04,-0.16,0.59,-58.09,6.79,-21.27,32.39
40197,-0.09,-0.09,0.53,-103.47,19.85,-22.52,32.29
40207,-0.18,-0.03,0.47,-152.72,19.15,-23.48,32.39
40217,-0.18,0.02,0.34,-202.81,1.25,-22.37,32.39
40227,-0.27,0.01,0.36,-243.16,-7.33,-22.02,32.39
40237,-0.25,-0.07,0.29,-278.17,-33.77,-19.74,32.39
40247,-0.22,-0.22,0.29,-300.00,-53.98,-17.86,32.39
40257,-0.21,-0.39,0.31,-312.35,-71.53,-15.25,32.29
40267,-0.19,-0.55,0.24,-333.82,-87.50,-16.96,32.39
40277,-0.16,-0.71,0.23,-356.76,-111.40,-13.92,32.39
40287,-0.12,-0.80,0.12,-380.12,-121.31,-10.64,32.29
40297,-0.13,-0.89,0.09,-398.06,-124.46,-2.41,32.34
40307,-0.13,-1.01,0.11,-410.84,-123.86,7.85,32.34
40317,-0.16,-1.10,0.18,-417.92,-133.56,16.52,32.34
40327,-0.12,-1.17,0.19,-422.95,-143.74,24.44,32.34
40337,0.04,-1.22,0.05,-422.03,-133.11,33.92,32.34
40347,0.08,-1.33,0.09,-420.92,-117.45,38.76,32.34
40357,0.13,-1.41,0.20,-409.08,-99.98,41.18,32.44
