Timestamp,Acce_X,Acce_Y,Acce_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp
281697,-0.09,-0.99,-0.15,7.31,-0.41,3.13,28.48
281707,-0.09,-0.99,-0.16,8.07,0.27,3.52,28.53
281717,-0.10,-0.98,-0.17,7.45,0.56,4.10,28.53
281727,-0.11,-0.99,-0.16,7.07,0.28,4.49,28.58
281737,-0.11,-0.98,-0.16,7.24,-0.46,4.84,28.48
281747,-0.11,-0.98,-0.16,7.40,-1.10,4.98,28.58
281757,-0.12,-0.98,-0.13,9.32,-3.59,5.25,28.44
281767,-0.11,-0.98,-0.13,11.79,-5.20,4.63,28.53
281777,-0.11,-0.96,-0.12,12.84,-5.92,4.26,28.53
281787,-0.11,-0.96,-0.13,14.51,-6.49,4.83,28.58
281797,-0.12,-0.95,-0.10,17.53,-8.23,5.47,28.53
281807,-0.11,-0.93,-0.11,19.77,-10.98,5.35,28.62
281817,-0.09,-0.92,-0.11,20.44,-12.26,4.82,28.48
281827,-0.08,-0.91,-0.12,22.20,-12.25,2.98,28.48
281837,-0.10,-0.90,-0.12,22.31,-11.47,1.53,28.58
281847,-0.09,-0.88,-0.14,21.24,-10.79,-0.01,28.53
281857,-0.09,-0.85,-0.14,17.82,-7.52,-0.19,28.53
281867,-0.10,-0.84,-0.14,15.20,-6.08,0.05,28.58
281877,-0.08,-0.82,-0.14,14.11,-2.07,0.18,28.58
281887,-0.05,-0.81,-0.13,12.07,0.73,-1.29,28.53
281897,-0.03,-0.79,-0.14,8.89,1.69,-4.83,28.53
281907,-0.01,-0.78,-0.15,4.44,2.21,-8.53,28.53
281917,-0.01,-0.76,-0.15,0.69,1.40,-13.22,28.58
281927,-0.01,-0.75,-0.15,-2.79,1.70,-17.79,28.48
281937,-0.01,-0.73,-0.16,-6.73,2.16,-21.53,28.53
281947,-0.01,-0.71,-0.17,-11.08,3.02,-24.99,28.53
281957,-0.03,-0.70,-0.16,-14.70,3.96,-26.80,28.44
281967,-0.04,-0.69,-0.17,-17.32,3.05,-26.81,28.58
281977,-0.05,-0.69,-0.18,-19.98,2.99,-25.68,28.53
281987,-0.04,-0.70,-0.20,-22.46,4.71,-24.13,28.44
281997,-0.03,-0.71,-0.20,-26.08,6.75,-23.02,28.62
282007,-0.03,-0.71,-0.19,-30.44,7.25,-22.45,28.48
282017,-0.03,-0.73,-0.18,-33.11,7.11,-22.39,28.48
282027,-0.01,-0.75,-0.18,-35.18,8.09,-22.55,28.62
282037,-0.01,-0.75,-0.19,-36.15,7.47,-22.59,28.53
282047,0.01,-0.76,-0.19,-36.02,7.95,-24.01,28.48
282057,0.02,-0.78,-0.17,-35.31,5.35,-26.27,28.48
282067,0.03,-0.79,-0.19,-34.61,2.37,-28.69,28.44
282077,0.03,-0.78,-0.19,-34.34,-1.34,-31.18,28.53
282087,0.02,-0.80,-0.20,-33.56,0.29,-30.66,28.44
282097,-0.01,-0.80,-0.18,-30.34,1.55,-28.58,28.48
282107,0.01,-0.83,-0.21,-26.34,9.00,-24.89,28.48
282117,-0.04,-0.85,-0.19,-21.67,11.47,-20.62,28.53
282127,-0.02,-0.87,-0.17,-16.08,12.41,-17.29,28.44
282137,-0.03,-0.91,-0.17,-12.21,12.60,-14.63,28.44
282147,-0.02,-0.93,-0.20,-11.21,12.18,-14.47,28.48
282157,-0.04,-0.96,-0.23,-12.48,13.28,-14.27,28.62
282167,-0.06,-0.96,-0.24,-14.57,13.29,-12.24,28.53
282177,-0.08,-0.97,-0.25,-18.17,14.15,-9.20,28.53
282187,-0.08,-0.97,-0.28,-22.11,14.14,-6.89,28.58
282197,-0.07,-0.99,-0.29,-26.33,15.62,-4.82,28.58
282207,-0.05,-1.01,-0.29,-33.08,14.56,-4.84,28.53
282217,-0.03,-1.02,-0.26,-38.03,10.76,-7.01,28.53
282227,-0.02,-1.02,-0.26,-41.55,5.66,-10.42,28.58
282237,-0.03,-1.01,-0.25,-41.34,2.26,-12.47,28.67
282247,-0.03,-1.01,-0.23,-37.80,-2.85,-13.73,28.53
282257,-0.03,-1.01,-0.24,-33.87,-6.83,-14.63,28.44
282267,-0.02,-1.01,-0.25,-31.11,-9.41,-14.34,28.58
282277,-0.01,-1.00,-0.26,-27.47,-10.82,-13.80,28.48
282287,-0.00,-0.98,-0.27,-23.81,-9.53,-12.74,28.58
282297,-0.01,-0.98,-0.31,-20.75,-4.10,-10.30,28.62
282307,-0.02,-0.97,-0.34,-19.48,-0.56,-7.79,28.53
282317,-0.06,-0.95,-0.32,-19.53,1.43,-3.09,28.53
282327,-0.09,-0.96,-0.34,-18.25,0.15,3.57,28.48
282337,-0.06,-0.97,-0.33,-16.78,0.76,9.44,28.53
282347,-0.01,-1.00,-0.31,-12.35,1.24,11.63,28.53
282357,0.05,-1.02,-0.29,-6.37,2.16,9.02,28.48
282367,0.09,-1.04,-0.26,-1.85,2.93,4.50,28.48
282377,0.06,-1.05,-0.26,2.79,-3.00,0.44,28.48
282387,0.01,-1.02,-0.28,9.69,-7.62,0.88,28.62
282397,0.00,-1.00,-0.39,13.98,-4.28,3.39,28.62
282407,-0.01,-0.97,-0.46,10.18,8.66,7.64,28.58
282417,-0.01,-0.97,-0.45,-0.44,7.78,7.98,28.48
282427,-0.04,-0.95,-0.42,-16.31,-6.73,6.20,28.53
282437,-0.02,-0.95,-0.41,-28.63,-24.18,3.98,28.44
282447,0.02,-0.98,-0.39,-33.68,-33.21,1.61,28.44
282457,0.03,-0.99,-0.35,-32.66,-34.34,-1.40,28.48
282467,0.01,-0.97,-0.29,-29.08,-29.28,-1.93,28.48
282477,-0.01,-0.97,-0.30,-25.35,-23.52,-0.85,28.44
282487,-0.04,-0.96,-0.28,-20.12,-13.94,3.26,28.53
282497,-0.06,-0.95,-0.30,-14.90,-11.49,7.59,28.53
282507,-0.07,-0.95,-0.29,-8.89,-8.70,12.69,28.58
282517,-0.07,-0.95,-0.26,-2.47,-10.63,17.31,28.53
282527,-0.06,-0.93,-0.28,4.96,-10.34,21.27,28.53
282537,-0.05,-0.91,-0.33,8.98,-5.96,25.69,28.44
282547,-0.04,-0.89,-0.33,11.50,0.69,29.49,28.48
282557,-0.04,-0.89,-0.32,11.58,2.96,31.63,28.58
282567,-0.05,-0.88,-0.29,11.35,-0.66,32.82,28.62
282577,-0.06,-0.89,-0.27,12.82,-5.89,32.88,28.53
282587,-0.07,-0.91,-0.24,15.22,-10.97,32.77,28.58
282597,-0.05,-0.93,-0.21,18.87,-14.99,31.02,28.48
282607,-0.04,-0.92,-0.20,22.53,-17.98,29.05,28.53
282617,-0.01,-0.93,-0.23,28.94,-19.69,26.87,28.53
282627,0.04,-0.94,-0.30,32.18,-13.38,23.23,28.48
282637,0.04,-0.93,-0.35,33.40,-6.03,18.27,28.48
282647,0.03,-0.91,-0.36,30.44,-4.07,13.47,28.48
282657,0.03,-0.93,-0.38,23.36,-9.27,6.15,28.53
282667,0.00,-0.95,-0.36,12.40,-20.98,-1.66,28.62
282677,-0.05,-0.96,-0.33,3.37,-37.06,-6.34,28.44
282687,-0.09,-0.99,-0.31,0.85,-47.82,-7.27,28.58
282697,-0.12,-0.98,-0.31,2.01,-44.42,-0.48,28.53
282707,-0.14,-0.99,-0.29,8.17,-35.37,11.11,28.44
282717,-0.11,-1.02,-0.29,14.53,-22.31,21.27,28.48
282727,-0.03,-1.06,-0.28,19.66,-6.48,26.85,28.48
282737,0.02,-1.08,-0.28,28.30,-0.37,24.94,28.48
282747,0.05,-1.09,-0.36,34.46,0.58,19.39,28.44
282757,0.05,-1.10,-0.42,30.69,-1.49,12.92,28.53
282767,0.04,-1.09,-0.41,19.92,-15.82,3.85,28.58
282777,0.05,-1.07,-0.36,7.53,-33.26,-6.44,28.48
282787,0.05,-1.07,-0.33,0.62,-39.63,-15.57,28.53
282797,0.03,-1.06,-0.30,-1.66,-41.44,-23.38,28.44
282807,0.03,-1.04,-0.30,-5.73,-37.48,-30.79,28.48
282817,0.01,-1.03,-0.27,-8.79,-39.49,-38.30,28.48
282827,-0.00,-1.02,-0.25,-7.69,-42.88,-44.24,28.44
282837,-0.03,-1.01,-0.31,-3.21,-41.49,-46.22,28.44
282847,-0.07,-0.97,-0.40,6.53,-36.34,-39.15,28.53
282857,-0.08,-0.94,-0.53,14.04,-19.40,-25.15,28.48
282867,-0.07,-0.94,-0.56,12.06,0.05,-10.85,28.48
282877,-0.04,-0.95,-0.53,2.71,14.29,-0.66,28.44
282887,0.01,-0.98,-0.43,-5.84,17.53,2.55,28.44
282897,0.03,-1.01,-0.33,-4.76,12.36,1.05,28.48
282907,0.04,-1.03,-0.27,1.40,4.79,-1.94,28.48
282917,0.05,-1.05,-0.25,11.98,-4.33,-6.57,28.53
282927,0.05,-1.06,-0.26,21.15,-7.21,-11.41,28.44
282937,0.02,-1.06,-0.26,28.04,-6.29,-14.79,28.48
282947,-0.01,-1.03,-0.34,36.40,2.73,-14.46,28.48
282957,-0.06,-1.03,-0.42,36.99,13.96,-10.71,28.39
282967,-0.13,-1.01,-0.46,32.62,15.31,-4.85,28.44
282977,-0.16,-1.01,-0.44,24.76,8.94,1.18,28.44
282987,-0.16,-1.03,-0.42,18.43,1.57,6.66,28.48
282997,-0.11,-1.04,-0.39,14.44,-2.06,10.04,28.58
283007,-0.09,-1.08,-0.35,9.20,0.47,11.18,28.53
283017,-0.10,-1.10,-0.28,3.98,1.18,11.41,28.44
283027,-0.11,-1.11,-0.22,6.53,2.62,11.53,28.53
283037,-0.14,-1.11,-0.18,12.81,11.66,14.09,28.58
283047,-0.15,-1.13,-0.15,24.42,16.92,16.18,28.48
283057,-0.13,-1.14,-0.16,38.16,17.30,15.98,28.53
283067,-0.14,-1.12,-0.29,41.54,16.54,16.37,28.53
283077,-0.17,-1.11,-0.36,36.02,13.46,18.28,28.48
283087,-0.16,-1.09,-0.40,26.98,10.63,19.47,28.58
283097,-0.15,-1.10,-0.39,17.35,8.02,19.77,28.53
283107,-0.13,-1.11,-0.39,9.60,7.51,18.68,28.53
283117,-0.13,-1.12,-0.34,2.56,7.43,18.27,28.58
283127,-0.12,-1.13,-0.27,2.29,8.79,18.55,28.48
283137,-0.10,-1.13,-0.24,4.21,13.06,16.78,28.44
283147,-0.10,-1.13,-0.19,6.30,17.53,13.74,28.44
283157,-0.09,-1.12,-0.18,8.86,17.92,8.47,28.58
283167,-0.10,-1.12,-0.19,10.24,13.04,1.75,28.48
283177,-0.13,-1.10,-0.23,10.81,5.58,-3.35,28.48
283187,-0.15,-1.08,-0.27,10.71,-1.95,-5.69,28.53
283197,0.12,-1.12,-0.37,9.63,0.86,-20.88,28.53
283207,-0.05,-1.12,-0.23,2.50,25.46,-16.26,28.53
283217,-0.23,-1.07,-0.16,13.27,13.85,-2.60,28.48
283227,-0.18,-1.07,-0.32,12.36,17.26,7.26,28.44
283237,-0.13,-1.10,-0.30,5.27,32.73,14.38,28.44
283247,-0.10,-1.13,-0.21,8.34,41.51,17.23,28.48
283257,-0.07,-1.15,-0.17,8.24,47.50,18.52,28.48
283267,-0.05,-1.16,-0.15,9.80,47.15,16.22,28.44
283277,-0.07,-1.19,-0.14,13.68,35.53,10.34,28.53
283287,-0.07,-1.16,-0.13,12.44,22.60,2.77,28.53
283297,-0.11,-1.13,-0.17,8.46,2.44,-3.74,28.48
283307,-0.13,-1.11,-0.22,3.47,-10.92,-6.42,28.48
283317,-0.12,-1.08,-0.26,-1.69,-15.79,-6.51,28.53
283327,-0.13,-1.05,-0.29,-7.05,-12.65,-5.65,28.53
283337,-0.12,-1.03,-0.28,-10.65,-4.79,-3.92,28.58
283347,-0.13,-1.02,-0.26,-11.72,3.68,-2.76,28.48
283357,-0.15,-1.00,-0.23,-10.46,8.71,-1.31,28.44
283367,-0.14,-1.02,-0.17,-4.54,4.08,-2.04,28.44
283377,-0.12,-1.02,-0.13,0.78,-4.76,-5.61,28.53
283387,-0.12,-1.01,-0.15,5.15,-11.78,-7.37,28.48
283397,-0.12,-1.00,-0.17,10.39,-14.67,-7.85,28.48
283407,-0.11,-1.01,-0.18,12.91,-12.34,-7.37,28.53
283417,-0.11,-1.00,-0.21,10.86,-7.92,-7.28,28.53
283427,-0.12,-0.98,-0.23,5.64,-4.67,-6.46,28.39
283437,-0.12,-0.98,-0.23,2.12,-3.83,-4.98,28.48
283447,-0.10,-0.99,-0.22,0.07,-1.91,-3.13,28.44
283457,-0.08,-1.01,-0.18,1.02,0.32,-1.87,28.53
283467,-0.07,-1.01,-0.14,4.06,4.91,-0.99,28.53
283477,-0.06,-1.02,-0.14,6.23,9.60,-2.12,28.58
283487,-0.07,-1.02,-0.14,7.55,12.07,-3.34,28.58
283497,-0.09,-1.02,-0.14,7.98,9.75,-4.18,28.44
283507,-0.09,-1.02,-0.16,8.82,7.45,-4.53,28.44
283517,-0.08,-1.02,-0.16,9.83,7.02,-2.71,28.48
283527,-0.08,-1.03,-0.16,11.41,8.10,-1.37,28.48
283537,-0.07,-1.02,-0.15,12.14,8.06,-1.79,28.44
283547,-0.07,-1.02,-0.14,11.32,6.01,-3.40,28.44
283557,-0.08,-1.01,-0.14,10.69,2.33,-4.21,28.53
283567,-0.09,-1.01,-0.16,11.17,-1.27,-3.85,28.48
283577,-0.08,-1.00,-0.20,10.84,-1.57,-2.34,28.44
283587,-0.06,-0.99,-0.19,8.84,0.47,-1.37,28.44
283597,-0.06,-1.00,-0.16,7.61,0.78,-1.08,28.44
283607,-0.04,-0.99,-0.17,6.15,0.79,-1.65,28.48
283617,-0.04,-0.98,-0.19,3.94,-1.56,-5.11,28.48
283627,-0.07,-0.96,-0.20,4.17,-5.25,-7.82,28.53
283637,-0.10,-0.95,-0.21,4.34,-12.37,-9.19,28.53
283647,-0.10,-0.94,-0.24,3.20,-15.77,-8.15,28.48
283657,-0.11,-0.94,-0.25,0.70,-15.58,-6.27,28.48
283667,-0.11,-0.95,-0.24,-0.89,-8.12,-3.29,28.44
283677,-0.10,-0.94,-0.24,-1.65,2.04,-0.82,28.53
283687,-0.10,-0.94,-0.26,-1.81,10.31,0.40,28.48
283697,-0.12,-0.95,-0.25,-1.98,14.92,2.76,28.48
283707,-0.11,-0.96,-0.24,-2.02,12.85,3.84,28.53
283717,-0.09,-0.98,-0.22,-1.66,9.73,3.72,28.53
283727,-0.07,-1.01,-0.18,0.55,4.89,2.35,28.53
283737,-0.04,-1.02,-0.18,3.82,2.62,-0.20,28.58
283747,-0.05,-1.02,-0.19,6.95,1.60,-3.70,28.48
283757,-0.05,-1.01,-0.20,10.13,1.00,-6.31,28.44
283767,-0.06,-1.01,-0.24,9.82,-0.87,-8.37,28.44
283777,-0.08,-0.99,-0.25,6.62,-3.82,-9.57,28.48
283787,-0.10,-0.98,-0.27,3.94,-6.66,-8.63,28.48
283797,-0.09,-0.97,-0.29,1.60,-7.41,-6.23,28.53
283807,-0.07,-0.96,-0.30,-0.91,-4.66,-4.82,28.53
283817,-0.07,-0.96,-0.30,-3.02,-0.02,-3.58,28.48
283827,-0.07,-0.97,-0.30,-4.30,5.05,-0.89,28.48
283837,-0.06,-0.97,-0.29,-5.18,9.59,0.77,28.58
283847,-0.05,-0.97,-0.27,-5.28,13.93,0.44,28.53
283857,-0.08,-0.97,-0.21,-1.98,12.54,-0.54,28.44
283867,-0.08,-0.97,-0.20,1.47,6.08,-1.24,28.48
283877,-0.06,-0.98,-0.23,1.60,2.40,-2.70,28.58
283887,-0.06,-0.98,-0.23,1.56,0.60,-5.00,28.53
283897,-0.07,-0.98,-0.23,1.57,1.28,-5.95,28.53
283907,-0.07,-0.97,-0.24,0.61,3.27,-5.28,28.44
283917,-0.08,-0.97,-0.24,-1.32,5.42,-4.44,28.58
283927,-0.08,-0.97,-0.23,-2.95,6.27,-2.97,28.53
283937,-0.07,-0.98,-0.22,-3.47,5.80,-2.10,28.53
283947,-0.06,-0.99,-0.21,-2.39,5.49,-2.05,28.53
283957,-0.04,-0.99,-0.19,-0.62,6.50,-2.88,28.39
283967,-0.05,-1.00,-0.20,2.37,7.34,-4.46,28.48
283977,-0.06,-0.99,-0.21,3.98,6.40,-5.19,28.44
283987,-0.08,-0.99,-0.24,2.35,6.20,-4.56,28.53
283997,-0.09,-0.99,-0.23,0.08,4.42,-3.08,28.58
284007,-0.08,-0.99,-0.24,-3.63,4.37,-2.68,28.48
284017,-0.09,-0.99,-0.22,-5.87,3.06,-2.29,28.44
284027,-0.10,-1.00,-0.20,-8.57,-0.94,-1.66,28.44
284037,-0.08,-1.01,-0.21,-8.05,7.04,0.72,28.48
284047,-0.10,-1.02,-0.19,-6.14,4.28,1.01,28.48
284057,-0.08,-1.04,-0.21,-5.05,7.39,1.69,28.39
284067,-0.08,-1.05,-0.21,-3.57,5.18,1.85,28.44
284077,-0.07,-1.07,-0.19,-2.36,1.53,0.77,28.53
284087,-0.07,-1.07,-0.18,0.78,-3.71,0.17,28.44
284097,-0.07,-1.07,-0.16,2.31,-6.95,-0.72,28.58
284107,-0.07,-1.07,-0.18,4.91,-11.73,-1.65,28.53
284117,-0.07,-1.07,-0.22,6.39,-11.47,-2.37,28.44
284127,-0.06,-1.06,-0.22,6.21,-11.92,-4.63,28.53
284137,-0.07,-1.04,-0.24,4.79,-11.82,-6.25,28.48
284147,-0.07,-1.05,-0.24,3.10,-9.22,-7.40,28.48
284157,-0.09,-1.05,-0.23,2.20,-9.18,-6.81,28.44
284167,-0.08,-1.05,-0.23,3.06,-5.71,-5.59,28.44
284177,-0.08,-1.07,-0.20,5.15,-3.67,-5.48,28.48
284187,-0.09,-1.07,-0.18,6.18,-2.43,-5.27,28.48
284197,-0.11,-1.08,-0.18,7.06,-4.27,-5.41,28.53
284207,-0.11,-1.08,-0.20,8.27,-6.50,-5.95,28.53
284217,-0.12,-1.08,-0.22,7.51,-7.61,-5.53,28.53
284227,-0.12,-1.07,-0.21,6.72,-7.69,-4.94,28.48
284237,-0.13,-1.07,-0.21,5.18,-6.76,-4.60,28.48
284247,-0.12,-1.08,-0.21,4.66,-4.24,-3.75,28.53
284257,-0.12,-1.07,-0.20,4.89,-1.53,-2.67,28.44
284267,-0.12,-1.08,-0.20,7.39,0.69,-1.53,28.44
284277,-0.13,-1.10,-0.20,8.87,1.56,-1.07,28.48
284287,-0.13,-1.10,-0.20,9.73,0.40,-0.47,28.53
284297,-0.12,-1.11,-0.21,9.54,-0.49,0.09,28.53
284307,-0.11,-1.12,-0.21,8.21,-2.35,1.13,28.53
284317,-0.11,-1.13,-0.20,7.44,-5.27,1.64,28.48
284327,-0.08,-1.13,-0.18,7.24,-8.69,1.12,28.48
284337,-0.07,-1.14,-0.19,7.45,-11.50,-0.21,28.44
284347,-0.05,-1.14,-0.19,7.58,-12.66,-2.50,28.53
