Millis,Acce_X,Acce_Y,Acce_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp
89187,0.21,-0.75,-0.06,-6.06,-19.16,44.23,30.55
89197,0.29,-0.74,-0.07,-18.67,-2.60,27.25,30.51
89207,0.28,-0.76,0.01,-29.86,7.94,4.64,30.51
89217,0.22,-0.78,0.08,-35.04,9.08,-18.49,30.51
89227,0.15,-0.82,0.15,-33.82,4.05,-37.07,30.41
89237,0.06,-0.81,0.19,-28.75,1.24,-45.50,30.51
89247,-0.03,-0.79,0.21,-19.60,1.68,-43.65,30.51
89257,-0.07,-0.76,0.19,-10.21,6.95,-32.67,30.46
89267,-0.09,-0.73,0.18,-3.51,16.21,-20.14,30.46
89277,-0.12,-0.68,0.19,-1.76,20.64,-10.43,30.46
89287,-0.13,-0.64,0.19,-2.79,20.75,-5.71,30.46
89297,-0.11,-0.63,0.17,-5.66,18.85,-4.49,30.46
89307,-0.08,-0.63,0.17,-12.31,17.94,-5.95,30.46
89317,-0.08,-0.63,0.20,-18.34,15.07,-8.93,30.46
89327,-0.09,-0.63,0.20,-21.04,14.69,-9.92,30.41
89337,-0.08,-0.65,0.18,-23.15,15.11,-8.90,30.41
89347,-0.09,-0.65,0.18,-26.06,12.81,-6.72,30.41
89357,-0.06,-0.67,0.14,-27.21,11.92,-3.48,30.41
89367,-0.02,-0.69,0.12,-29.10,12.67,-1.57,30.51
89377,-0.01,-0.72,0.12,-32.99,13.18,-1.08,30.60
89387,-0.01,-0.72,0.13,-38.99,11.60,-1.74,30.37
89397,-0.00,-0.75,0.13,-43.36,8.95,-3.15,30.37
89407,0.01,-0.78,0.12,-46.95,7.89,-4.40,30.55
89417,0.00,-0.80,0.14,-49.22,6.11,-5.57,30.37
89427,-0.01,-0.83,0.16,-47.80,4.73,-4.40,30.46
89437,-0.03,-0.83,0.16,-43.57,4.06,1.13,30.46
89447,-0.03,-0.81,0.15,-39.83,7.04,10.20,30.55
89457,-0.01,-0.81,0.14,-36.96,12.49,18.58,30.51
89467,0.01,-0.81,0.12,-34.41,15.73,23.54,30.41
89477,0.02,-0.82,0.10,-33.60,15.65,24.70,30.51
89487,0.03,-0.85,0.09,-34.72,13.47,22.17,30.51
89497,0.05,-0.86,0.07,-36.69,11.37,16.55,30.51
89507,0.07,-0.88,0.04,-39.24,9.24,7.95,30.41
89517,0.07,-0.88,0.03,-41.28,6.53,-0.82,30.46
89527,0.05,-0.90,0.02,-43.65,1.89,-9.79,30.46
89537,0.04,-0.92,0.00,-45.05,-2.47,-16.84,30.46
89547,0.02,-0.92,-0.00,-46.55,-5.40,-20.64,30.46
89557,0.01,-0.89,-0.01,-46.00,-6.61,-21.94,30.46
89567,0.00,-0.87,-0.03,-45.11,-7.47,-21.74,30.55
89577,-0.01,-0.83,-0.07,-45.95,-6.64,-20.11,30.46
89587,-0.01,-0.79,-0.13,-48.60,-4.18,-16.75,30.41
89597,-0.03,-0.80,-0.15,-50.92,-4.61,-13.01,30.41
89607,-0.04,-0.81,-0.18,-53.80,-4.58,-11.15,30.51
89617,-0.05,-0.83,-0.22,-56.46,-6.47,-9.57,30.41
89627,-0.05,-0.84,-0.22,-60.02,-10.34,-7.60,30.41
89637,-0.07,-0.86,-0.23,-63.24,-14.12,-4.14,30.51
89647,-0.06,-0.89,-0.23,-65.73,-15.59,1.40,30.46
89657,-0.04,-0.91,-0.22,-65.63,-13.71,7.91,30.46
89667,-0.02,-0.93,-0.24,-62.60,-10.52,12.41,30.46
89677,0.02,-0.96,-0.25,-58.20,-7.21,14.70,30.46
89687,0.06,-0.95,-0.32,-57.66,-3.24,12.76,30.46
89697,0.02,-0.98,-0.30,-59.10,-6.11,10.64,30.46
89707,0.04,-1.00,-0.32,-62.15,-4.38,4.90,30.51
89717,0.02,-1.03,-0.31,-62.46,-4.69,-3.04,30.41
89727,0.02,-0.99,-0.38,-63.34,-6.31,-11.53,30.41
89737,-0.01,-0.92,-0.50,-66.08,-5.69,-13.57,30.51
89747,-0.05,-0.88,-0.57,-73.05,-5.66,-5.27,30.51
89757,-0.08,-0.87,-0.61,-85.19,-0.18,10.14,30.51
89767,-0.07,-0.90,-0.58,-100.50,12.64,27.68,30.51
89777,-0.07,-0.99,-0.51,-111.83,17.94,40.15,30.46
89787,-0.04,-1.12,-0.39,-114.15,16.05,44.47,30.37
89797,0.01,-1.23,-0.30,-105.63,11.85,43.27,30.46
89807,0.06,-1.34,-0.22,-88.56,6.17,36.81,30.46
89817,0.11,-1.37,-0.20,-68.32,5.60,27.31,30.37
89827,0.12,-1.32,-0.24,-51.21,4.78,14.32,30.46
89837,0.12,-1.26,-0.30,-38.93,4.38,-1.21,30.55
89847,0.05,-1.18,-0.40,-33.74,2.20,-15.39,30.51
89857,-0.06,-1.11,-0.48,-30.64,-3.48,-23.88,30.41
89867,-0.14,-1.04,-0.56,-32.82,-8.15,-24.96,30.51
89877,-0.19,-0.98,-0.62,-38.81,-9.13,-19.86,30.51
89887,-0.23,-0.98,-0.60,-43.65,-9.40,-13.05,30.41
89897,-0.22,-1.00,-0.56,-45.39,-11.95,-5.95,30.41
89907,-0.20,-1.01,-0.56,-44.15,-13.16,1.66,30.46
89917,-0.17,-1.03,-0.53,-39.25,-12.81,9.51,30.37
89927,-0.13,-1.09,-0.48,-29.16,-7.57,19.94,30.55
89937,-0.09,-1.13,-0.44,-17.77,0.63,31.85,30.55
89947,-0.06,-1.23,-0.40,-5.47,11.36,43.73,30.46
89957,-0.07,-1.37,-0.37,3.88,15.71,53.63,30.46
89967,-0.05,-1.47,-0.28,7.44,20.08,54.75,30.37
89977,-0.04,-1.54,-0.16,15.36,13.44,43.18,30.41
89987,-0.03,-1.50,-0.17,31.15,5.07,25.47,30.51
89997,-0.04,-1.40,-0.25,47.76,-3.18,12.15,30.41
90007,-0.02,-1.29,-0.42,60.34,-3.68,5.69,30.51
90017,-0.05,-1.17,-0.45,62.02,-5.18,4.66,30.41
90027,-0.02,-1.10,-0.53,51.68,-5.42,4.06,30.41
90037,-0.02,-1.11,-0.52,32.61,-10.81,-0.40,30.46
90047,-0.01,-1.14,-0.46,12.89,-17.19,-10.58,30.46
90057,0.04,-1.17,-0.39,-0.18,-26.40,-22.11,30.46
90067,0.06,-1.22,-0.33,-1.42,-29.86,-35.36,30.55
90077,0.09,-1.27,-0.27,2.15,-28.78,-50.34,30.37
90087,0.07,-1.16,-0.29,9.62,-26.66,-61.51,30.46
90097,0.02,-1.04,-0.41,15.73,-18.27,-61.42,30.37
90107,-0.02,-0.97,-0.48,17.44,-6.50,-50.35,30.41
90117,-0.05,-0.94,-0.48,15.25,0.34,-34.34,30.41
90127,-0.06,-0.92,-0.44,14.03,11.45,-19.68,30.41
90137,-0.09,-0.94,-0.39,15.19,19.89,-9.91,30.41
90147,-0.09,-0.98,-0.38,20.17,18.96,-6.55,30.32
90157,-0.08,-1.03,-0.37,23.15,9.45,-11.31,30.41
90167,-0.06,-1.03,-0.40,19.86,-5.95,-17.54,30.46
90177,-0.04,-0.97,-0.50,12.27,-12.21,-20.70,30.46
90187,-0.03,-0.96,-0.53,1.65,-9.57,-17.54,30.46
90197,0.01,-0.97,-0.52,-10.55,-4.72,-14.27,30.37
90207,0.04,-0.97,-0.56,-21.71,4.81,-10.90,30.46
90217,0.02,-0.99,-0.53,-29.39,14.95,-7.51,30.37
90227,-0.01,-1.04,-0.46,-31.76,24.34,-1.48,30.46
90237,-0.02,-1.10,-0.37,-33.57,27.40,4.20,30.32
90247,-0.02,-1.15,-0.30,-32.06,26.20,4.41,30.51
90257,-0.01,-1.18,-0.28,-26.50,24.03,0.24,30.41
90267,-0.00,-1.17,-0.26,-18.76,18.38,-5.56,30.51
90277,0.01,-1.14,-0.28,-12.90,13.66,-9.83,30.41
90287,-0.02,-1.06,-0.33,-11.36,13.56,-9.63,30.51
90297,-0.03,-1.02,-0.36,-12.99,19.50,-3.91,30.37
90307,-0.07,-1.01,-0.36,-17.89,27.98,7.37,30.37
90317,-0.06,-1.06,-0.32,-25.82,32.93,17.83,30.37
90327,-0.07,-1.14,-0.22,-31.08,31.15,20.58,30.46
90337,-0.06,-1.19,-0.15,-28.27,24.06,17.73,30.46
90347,-0.06,-1.24,-0.14,-19.82,17.04,13.15,30.46
90357,-0.03,-1.25,-0.12,-11.39,11.74,6.50,30.51
90367,-0.03,-1.18,-0.17,-5.45,11.56,-0.12,30.41
90377,-0.09,-1.11,-0.23,-2.29,11.95,0.85,30.41
90387,-0.11,-1.05,-0.30,-2.56,18.73,10.87,30.41
90397,-0.10,-1.04,-0.30,-7.74,25.83,22.81,30.51
90407,-0.04,-1.06,-0.32,-13.16,32.46,29.11,30.32
90417,-0.00,-1.10,-0.28,-18.81,32.05,27.97,30.46
90427,0.03,-1.14,-0.25,-22.58,25.19,19.76,30.46
90437,0.03,-1.18,-0.18,-21.63,10.70,4.55,30.37
90447,-0.02,-1.19,-0.14,-16.85,-6.73,-10.29,30.46
90457,-0.04,-1.18,-0.17,-11.02,-20.05,-18.61,30.46
90467,-0.03,-1.14,-0.26,-7.98,-23.85,-19.83,30.46
90477,-0.02,-1.09,-0.31,-5.80,-16.02,-13.04,30.51
90487,0.00,-1.04,-0.36,-5.71,-2.82,-1.60,30.41
90497,0.05,-1.03,-0.40,-6.06,11.53,9.63,30.41
90507,0.08,-1.05,-0.39,-9.08,21.69,14.46,30.51
90517,0.08,-1.07,-0.37,-10.72,22.60,11.69,30.37
90527,0.05,-1.08,-0.33,-12.29,15.44,4.14,30.41
90537,0.04,-1.06,-0.34,-14.60,3.76,-4.46,30.46
90547,0.03,-1.02,-0.33,-15.89,-1.88,-11.21,30.46
90557,0.02,-0.94,-0.32,-16.47,-4.21,-13.01,30.37
90567,0.05,-0.95,-0.36,-9.62,-3.24,-13.91,30.46
90577,0.05,-0.92,-0.43,-5.11,3.15,-14.09,30.37
90587,0.01,-0.85,-0.47,-3.89,8.49,-9.07,30.46
90597,-0.00,-0.84,-0.46,-6.00,15.39,0.23,30.51
90607,-0.02,-0.87,-0.43,-9.83,18.55,8.08,30.41
90617,-0.03,-0.93,-0.37,-12.60,20.34,10.85,30.51
90627,-0.02,-0.98,-0.34,-10.81,18.14,10.79,30.41
90637,-0.01,-1.02,-0.34,-7.86,10.56,7.10,30.51
90647,0.00,-1.01,-0.36,-7.60,2.99,-0.63,30.37
90657,-0.00,-1.00,-0.38,-9.91,-6.20,-6.23,30.41
90667,-0.01,-1.00,-0.38,-15.15,-11.76,-8.81,30.37
90677,-0.00,-0.99,-0.39,-19.60,-12.92,-6.87,30.46
90687,0.01,-0.99,-0.39,-21.63,-9.15,-1.33,30.46
90697,0.05,-1.02,-0.38,-21.63,-1.02,5.22,30.46
90707,0.09,-1.05,-0.36,-21.73,5.77,9.51,30.46
90717,0.10,-1.07,-0.33,-21.31,9.69,7.77,30.46
90727,0.10,-1.08,-0.30,-18.95,9.24,0.46,30.51
90737,0.08,-1.06,-0.30,-15.66,7.10,-7.01,30.51
90747,0.03,-1.06,-0.31,-11.42,4.15,-12.50,30.41
90757,-0.02,-1.05,-0.30,-6.18,3.16,-14.17,30.41
90767,-0.06,-1.02,-0.31,-2.17,2.14,-13.16,30.41
90777,-0.08,-0.99,-0.32,0.34,0.96,-11.01,30.46
90787,-0.08,-0.98,-0.34,2.27,-0.09,-8.23,30.37
90797,-0.09,-0.96,-0.35,4.15,-0.05,-6.11,30.55
90807,-0.08,-0.94,-0.38,4.96,0.17,-4.06,30.46
90817,-0.07,-0.89,-0.40,5.05,1.21,-1.05,30.37
90827,-0.06,-0.86,-0.42,3.48,4.52,3.50,30.46
90837,-0.05,-0.84,-0.43,-0.08,6.06,8.23,30.46
90847,-0.04,-0.83,-0.43,-5.97,8.06,10.78,30.41
90857,-0.04,-0.85,-0.39,-10.78,7.94,13.02,30.41
90867,-0.03,-0.91,-0.34,-11.48,7.36,14.27,30.41
90877,0.01,-0.97,-0.31,-7.71,6.64,14.06,30.41
90887,0.02,-1.02,-0.29,-2.95,4.96,11.60,30.51
90897,0.03,-1.08,-0.28,3.15,-0.92,7.91,30.41
90907,0.06,-1.08,-0.34,7.24,-6.26,4.05,30.37
90917,0.06,-1.08,-0.39,7.62,-7.33,2.84,30.46
90927,0.08,-1.05,-0.45,6.47,-6.00,3.76,30.37
90937,0.10,-1.03,-0.47,6.56,1.82,4.14,30.46
90947,0.09,-0.99,-0.46,6.02,4.26,3.86,30.37
90957,0.10,-0.95,-0.48,6.47,0.58,1.07,30.46
90967,0.13,-0.91,-0.53,6.52,-4.40,-5.11,30.51
90977,0.15,-0.89,-0.58,2.73,-9.18,-15.28,30.41
90987,0.11,-0.88,-0.59,-2.43,-15.53,-23.83,30.41
90997,0.07,-0.90,-0.60,-7.86,-20.20,-29.47,30.41
91007,0.02,-0.92,-0.60,-13.66,-23.22,-30.99,30.51
91017,-0.04,-0.93,-0.58,-16.47,-26.38,-29.71,30.41
91027,-0.06,-0.93,-0.56,-16.55,-24.89,-28.00,30.41
91037,-0.04,-0.92,-0.56,-19.28,-24.92,-25.69,30.37
91047,-0.02,-0.86,-0.50,-24.26,-22.23,-23.22,30.46
91057,0.02,-0.81,-0.40,-29.53,-18.11,-20.53,30.55
91067,0.03,-0.79,-0.27,-32.49,-13.47,-18.95,30.46
91077,0.03,-0.78,-0.19,-29.45,-6.52,-14.18,30.37
91087,0.02,-0.81,-0.14,-21.73,4.76,-4.12,30.51
91097,0.03,-0.85,-0.13,-13.98,21.04,8.82,30.41
91107,0.03,-0.91,-0.12,-8.29,38.47,19.42,30.41
91117,-0.00,-1.01,-0.09,-7.53,47.07,21.51,30.32
91127,-0.07,-1.02,-0.05,-8.70,45.33,15.73,30.46
