Timestamp,Acce_X,Acce_Y,Acce_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp
436567,-0.05,-0.07,0.88,5.57,0.73,1.24,28.25
436577,-0.06,-0.07,0.87,5.10,-0.17,1.98,28.29
436587,-0.07,-0.08,0.86,4.43,0.50,2.67,28.29
436597,-0.07,-0.08,0.86,3.66,1.00,3.57,28.25
436607,-0.08,-0.08,0.85,2.64,0.88,3.55,28.25
436617,-0.08,-0.09,0.83,1.56,-0.69,5.05,28.29
436627,-0.09,-0.09,0.83,1.11,-3.66,7.02,28.20
436637,-0.09,-0.09,0.80,1.46,-8.50,7.91,28.29
436647,-0.08,-0.09,0.77,0.18,-10.71,8.73,28.25
436657,-0.08,-0.09,0.73,-1.13,-10.04,9.51,28.25
436667,-0.08,-0.09,0.72,-3.84,-9.11,10.61,28.25
436677,-0.08,-0.09,0.70,-8.87,-9.95,11.24,28.29
436687,-0.07,-0.09,0.67,-13.41,-9.95,12.37,28.25
436697,-0.06,-0.09,0.63,-16.37,-14.34,10.99,28.25
436707,-0.06,-0.07,0.57,-19.27,-8.49,13.43,28.20
436717,-0.02,-0.06,0.54,-23.61,-5.50,13.38,28.29
436727,-0.00,-0.05,0.49,-31.29,-2.74,14.93,28.20
436737,0.01,-0.06,0.46,-40.49,-1.98,16.11,28.25
436747,0.05,-0.07,0.44,-48.64,0.87,17.97,28.34
436757,0.10,-0.08,0.44,-56.86,5.72,16.31,28.29
436767,0.12,-0.10,0.42,-62.54,2.06,12.27,28.20
436777,0.13,-0.11,0.42,-67.07,8.12,11.11,28.15
436787,0.14,-0.14,0.41,-72.65,7.74,6.58,28.15
436797,0.14,-0.16,0.42,-79.82,11.30,2.86,28.20
436807,0.10,-0.17,0.46,-85.56,12.93,-1.23,28.29
436817,0.06,-0.20,0.46,-89.66,15.23,-3.66,28.20
436827,0.00,-0.20,0.47,-91.45,15.34,-5.08,28.25
436837,-0.02,-0.24,0.45,-93.88,15.98,-6.71,28.34
436847,-0.06,-0.25,0.42,-98.90,17.60,-8.52,28.25
436857,-0.18,-0.28,0.45,-107.39,15.76,-5.81,28.20
436867,-0.24,-0.31,0.48,-111.78,10.79,-0.22,28.25
436877,-0.26,-0.36,0.49,-114.66,10.21,8.68,28.25
436887,-0.27,-0.41,0.55,-117.49,17.74,18.26,28.29
436897,-0.27,-0.48,0.61,-115.01,22.44,27.72,28.20
