Timestamp,Acce_X,Acce_Y,Acce_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp
477867,0.04,-0.03,0.88,-3.66,-4.41,-4.05,27.97
477877,0.04,-0.04,0.89,-3.98,-3.79,-3.69,27.92
477887,0.05,-0.05,0.90,-4.27,-0.90,-3.63,27.97
477897,0.04,-0.04,0.91,-4.73,0.50,-4.31,27.97
477907,0.03,-0.03,0.89,-5.53,0.95,-4.47,27.97
477917,0.02,-0.04,0.89,-5.03,0.12,-4.56,27.92
477927,0.01,-0.05,0.89,-3.52,0.36,-4.47,27.92
477937,0.00,-0.05,0.89,-2.80,-0.40,-3.68,27.97
477947,0.00,-0.06,0.89,-2.35,-1.43,-3.03,27.87
477957,0.02,-0.06,0.87,-3.08,0.24,-2.55,28.11
477967,0.03,-0.08,0.89,-4.14,2.64,-2.79,28.01
477977,0.04,-0.09,0.90,-5.20,3.90,-3.26,27.92
477987,0.05,-0.12,0.91,-5.37,2.65,-4.10,27.97
477997,0.09,-0.13,0.91,-4.50,1.59,-6.12,27.97
478007,0.12,-0.14,0.92,-5.07,2.66,-8.82,28.01
478017,0.13,-0.17,0.93,-6.21,2.35,-13.85,27.92
478027,0.09,-0.20,0.97,-7.99,-0.76,-17.82,27.92
478037,0.08,-0.22,1.00,-6.79,-7.26,-21.83,27.97
478047,0.05,-0.20,0.99,-7.62,-10.69,-24.85,27.97
478057,0.02,-0.21,1.02,-9.26,-21.79,-28.02,27.97
478067,-0.01,-0.19,0.96,-6.18,-31.92,-32.20,27.92
478077,-0.08,-0.16,0.90,-16.63,-34.40,-27.42,27.87
478087,-0.04,-0.21,0.96,-19.47,-34.92,-22.76,27.87
478097,0.04,-0.26,0.97,-21.31,-22.85,-19.23,27.97
478107,0.12,-0.32,0.92,-25.90,-9.61,-19.39,27.92
478117,0.16,-0.36,0.89,-30.53,0.89,-21.15,28.01
478127,0.16,-0.39,0.95,-31.63,5.85,-22.95,27.97
478137,0.16,-0.45,1.04,-21.72,1.84,-24.55,27.87
478147,0.17,-0.48,1.08,-10.29,-14.08,-31.75,27.97
478157,0.18,-0.53,1.01,-4.28,-41.96,-40.23,28.01
478167,0.17,-0.58,0.95,-3.73,-76.17,-50.46,27.82
478177,0.17,-0.61,0.86,-7.02,-98.64,-58.73,27.97
478187,0.16,-0.62,0.78,-10.62,-98.73,-59.68,27.97
478197,0.19,-0.60,0.74,-10.94,-73.89,-58.20,28.01
478207,0.21,-0.56,0.72,-8.12,-30.79,-54.10,28.01
478217,0.20,-0.54,0.73,-2.73,18.42,-49.79,28.01
478227,0.14,-0.52,0.72,3.26,57.61,-43.63,27.97
478237,0.08,-0.51,0.73,8.71,74.74,-40.34,27.97
478247,0.04,-0.50,0.74,8.90,83.30,-38.36,27.97
478257,-0.03,-0.47,0.81,3.98,70.59,-37.19,27.92
478267,-0.07,-0.44,0.85,-6.44,41.50,-37.89,28.01
478277,-0.09,-0.37,0.85,-23.75,3.36,-38.21,27.97
478287,-0.13,-0.32,0.81,-37.69,-32.50,-35.18,27.97
478297,-0.09,-0.27,0.77,-44.89,-46.21,-27.11,27.92
478307,-0.03,-0.22,0.76,-45.58,-38.50,-19.70,28.01
478317,0.02,-0.19,0.73,-47.81,-16.74,-12.69,27.97
478327,0.01,-0.17,0.70,-59.11,10.27,-3.66,27.97
478337,0.00,-0.15,0.79,-72.93,29.56,4.44,27.97
478347,0.02,-0.17,0.89,-82.52,33.64,6.88,27.92
478357,0.03,-0.17,0.92,-92.49,23.82,6.89,27.92
478367,0.02,-0.16,0.97,-101.24,5.18,6.67,27.97
478377,0.02,-0.16,1.04,-97.79,-15.71,5.92,27.87
478387,0.05,-0.15,1.00,-91.46,-17.16,8.89,27.97
478397,0.07,-0.15,0.98,-83.96,-5.02,13.27,27.92
478407,0.10,-0.16,1.00,-77.59,13.47,19.40,28.01
478417,0.12,-0.14,1.05,-74.01,25.92,22.26,27.97
478427,0.12,-0.15,1.06,-68.69,31.24,22.78,27.97
478437,0.09,-0.15,1.07,-58.93,27.51,23.05,27.97
478447,0.06,-0.16,1.07,-46.09,22.42,25.34,28.01
478457,0.06,-0.15,1.06,-32.14,18.27,28.26,27.92
478467,0.08,-0.16,1.03,-19.56,17.92,30.63,27.97
478477,0.10,-0.15,1.00,-12.28,20.37,32.54,27.87
478487,0.12,-0.15,0.99,-5.98,20.01,31.73,28.01
478497,0.11,-0.14,0.95,-0.85,17.27,31.41,27.92
478507,0.10,-0.12,0.92,2.23,9.68,30.42,27.92
478517,0.11,-0.14,0.88,5.32,6.14,28.10,27.87
478527,0.13,-0.14,0.84,4.37,1.63,24.61,27.97
478537,0.13,-0.14,0.83,0.02,-4.15,21.94,28.01
478547,0.14,-0.16,0.80,-5.13,-8.17,20.14,28.01
478557,0.15,-0.17,0.79,-8.75,-8.17,17.65,27.97
478567,0.18,-0.20,0.77,-11.75,-1.95,16.80,27.97
478577,0.20,-0.22,0.78,-13.58,3.42,14.65,27.97
478587,0.21,-0.25,0.79,-15.88,9.58,13.61,28.01
478597,0.22,-0.25,0.80,-21.54,11.81,12.30,27.92
478607,0.19,-0.25,0.82,-28.61,7.55,10.88,27.97
478617,0.13,-0.27,0.90,-36.61,-3.21,13.21,27.97
478627,0.14,-0.29,0.95,-37.77,-25.33,13.04,27.97
478637,0.21,-0.29,0.91,-38.26,-43.36,6.70,27.87
478647,0.23,-0.36,0.86,-34.93,-53.01,-1.40,27.92
478657,0.28,-0.33,0.87,-34.22,-53.95,-8.85,27.97
478667,0.31,-0.33,0.85,-29.59,-46.98,-15.18,27.87
478677,0.29,-0.32,0.88,-28.80,-36.00,-19.98,27.87
478687,0.29,-0.29,0.88,-27.89,-29.68,-25.63,28.01
478697,0.32,-0.31,0.85,-26.22,-18.96,-33.51,27.92
478707,0.29,-0.30,0.85,-25.97,-6.89,-40.66,27.97
478717,0.26,-0.30,0.87,-25.91,-7.01,-51.04,27.87
478727,0.20,-0.29,0.87,-26.85,-8.99,-58.89,27.87
478737,0.13,-0.29,0.87,-23.82,-14.61,-59.66,28.01
478747,0.08,-0.27,0.87,-20.07,-17.53,-53.52,27.92
478757,0.07,-0.28,0.86,-12.20,-14.14,-43.96,27.97
478767,0.11,-0.28,0.85,-4.76,-3.63,-35.46,27.97
478777,0.13,-0.28,0.86,-0.40,7.91,-29.53,27.92
478787,0.10,-0.28,0.91,2.69,9.57,-24.51,27.92
478797,0.09,-0.29,0.97,11.11,-2.20,-23.24,28.01
478807,0.10,-0.29,0.95,19.14,-17.36,-23.70,27.87
478817,0.11,-0.28,0.92,26.06,-34.37,-26.13,27.97
478827,0.11,-0.27,0.89,31.78,-46.05,-27.32,27.97
478837,0.12,-0.24,0.84,33.76,-49.03,-27.59,28.01
478847,0.11,-0.22,0.81,31.99,-42.64,-25.03,28.01
478857,0.09,-0.21,0.79,29.76,-32.33,-19.85,27.97
478867,0.11,-0.19,0.79,27.84,-19.92,-15.50,27.97
478877,0.12,-0.27,0.93,32.15,-29.15,-20.04,27.92
478887,0.03,-0.17,0.88,29.76,-5.82,-8.19,28.01
