Timestamp,Acce_X,Acce_Y,Acce_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp
19207,-0.31,-0.18,0.69,-18.79,-6.27,32.96,31.97
19217,-0.31,-0.14,0.66,-30.32,3.57,42.23,31.97
19227,-0.27,-0.13,0.63,-39.07,22.49,52.93,31.97
19237,-0.18,-0.09,0.57,-52.40,42.23,65.80,31.97
19247,-0.10,-0.14,0.66,-69.95,64.43,75.98,31.97
19257,-0.07,-0.14,0.85,-70.44,60.79,87.73,31.87
19267,0.02,-0.25,1.02,-75.89,61.80,84.52,31.87
19277,0.12,-0.46,1.31,-71.62,40.00,73.73,31.92
19287,0.22,-0.60,1.47,-63.97,9.11,52.58,31.92
19297,0.27,-0.63,1.56,-53.30,-13.91,26.03,31.92
19307,0.28,-0.67,1.59,-34.93,-33.15,7.91,31.92
19317,0.28,-0.57,1.53,-16.81,-36.20,-3.18,31.82
19327,0.26,-0.49,1.42,1.83,-29.94,-6.41,31.87
19337,0.21,-0.40,1.34,8.98,-25.28,-6.60,31.92
19347,0.21,-0.33,1.26,8.29,-22.32,-7.27,31.92
19357,0.21,-0.28,1.19,1.83,-20.37,-7.30,31.92
19367,0.24,-0.34,1.20,-2.29,-19.51,-4.50,31.97
19377,0.28,-0.38,1.26,-0.81,-19.51,-8.09,31.97
19387,0.32,-0.42,1.30,0.23,-21.74,-13.07,31.87
19397,0.31,-0.41,1.36,0.53,-27.62,-21.05,31.87
19407,0.35,-0.40,1.39,0.66,-25.05,-27.37,31.97
19417,0.35,-0.51,1.41,3.60,-19.82,-30.17,31.87
19427,0.34,-0.58,1.46,5.21,-10.52,-34.61,31.87
19437,0.30,-0.61,1.46,11.10,0.64,-42.06,31.87
19447,0.22,-0.57,1.45,16.72,10.44,-48.79,31.92
19457,0.09,-0.51,1.47,16.53,12.82,-50.34,31.92
19467,0.02,-0.47,1.46,18.93,16.93,-44.61,31.82
19477,-0.05,-0.48,1.45,26.75,13.71,-35.44,31.92
19487,-0.02,-0.50,1.37,35.51,5.47,-28.53,31.92
19497,0.04,-0.50,1.27,43.56,-4.96,-28.55,31.92
19507,0.21,-0.45,1.10,43.16,-11.68,-34.49,31.92
19517,0.29,-0.45,0.99,42.37,-6.05,-42.02,31.92
19527,0.32,-0.44,0.90,43.62,8.17,-48.26,31.92
19537,0.32,-0.43,0.81,44.15,22.26,-51.80,31.97
19547,0.31,-0.36,0.72,43.25,36.49,-55.56,31.87
19557,0.27,-0.32,0.68,42.49,43.94,-59.83,31.87
19567,0.24,-0.30,0.65,35.11,48.00,-65.94,31.97
19577,0.15,-0.29,0.66,27.45,48.79,-69.22,31.87
19587,0.11,-0.31,0.65,21.37,48.40,-72.09,31.87
19597,0.04,-0.35,0.69,19.71,44.64,-72.61,31.87
19607,0.05,-0.33,0.71,15.13,39.54,-72.73,31.78
19617,0.06,-0.33,0.72,7.83,41.31,-72.05,31.92
19627,0.06,-0.38,0.75,3.57,47.11,-71.89,31.92
19637,0.03,-0.44,0.82,1.47,52.41,-72.56,31.92
19647,-0.02,-0.51,0.88,3.44,45.30,-74.52,31.82
19657,-0.06,-0.53,0.91,9.85,26.34,-78.98,31.92
19667,-0.10,-0.54,0.83,16.08,9.10,-86.32,31.92
19677,-0.08,-0.45,0.78,15.51,-3.98,-92.34,31.92
19687,-0.10,-0.32,0.67,3.56,-0.24,-93.48,31.92
19697,-0.15,-0.28,0.65,-4.84,23.25,-81.11,31.82
19707,-0.20,-0.34,0.70,-8.06,42.87,-72.46,31.87
19717,-0.41,-0.33,0.87,-9.21,37.39,-69.62,31.87
19727,-0.43,-0.29,0.76,-10.93,34.05,-64.81,31.87
19737,-0.40,-0.27,0.67,-13.60,33.24,-58.60,31.87
19747,-0.44,-0.25,0.79,-15.69,28.46,-49.66,31.87
19757,-0.34,-0.26,0.84,-16.26,33.45,-36.21,31.78
19767,-0.18,-0.31,0.88,-11.59,39.83,-28.11,31.97
19777,-0.02,-0.39,0.94,-9.07,45.24,-26.53,31.78
19787,0.11,-0.47,1.02,-6.44,49.60,-35.80,31.82
19797,0.13,-0.58,1.08,-6.76,55.69,-53.95,31.82
19807,-0.08,-0.72,1.18,1.30,42.15,-77.80,31.82
19817,-0.19,-0.58,1.24,12.50,22.03,-81.71,31.92
19827,-0.22,-0.45,1.13,15.50,6.78,-84.52,31.82
19837,-0.21,-0.34,1.07,19.19,-0.89,-74.29,31.97
19847,-0.16,-0.30,1.03,17.74,-5.39,-63.28,31.92
19857,0.01,-0.39,1.04,20.26,-0.79,-60.53,31.92
19867,0.19,-0.43,0.94,19.33,8.21,-66.24,31.97
19877,0.24,-0.43,0.89,15.44,21.44,-73.18,31.78
19887,0.26,-0.45,0.89,14.03,40.79,-78.70,31.87
19897,0.22,-0.43,0.89,14.44,58.87,-81.48,31.97
19907,0.17,-0.42,0.87,13.79,72.26,-84.75,31.97
19917,0.10,-0.41,0.89,13.40,74.96,-87.66,31.87
19927,0.05,-0.40,0.92,11.59,68.00,-91.05,31.87
19937,0.03,-0.41,0.94,5.10,57.30,-95.04,31.87
19947,0.02,-0.46,0.98,2.02,44.38,-98.20,31.92
19957,0.04,-0.54,1.03,2.87,28.24,-104.53,31.82
19967,0.10,-0.58,1.06,7.54,14.38,-112.47,31.92
19977,0.23,-0.62,0.95,17.04,7.57,-119.86,31.92
19987,0.34,-0.60,0.80,24.52,27.82,-127.60,31.92
19997,0.36,-0.56,0.72,26.18,57.73,-131.98,31.82
20007,0.26,-0.53,0.75,22.21,78.17,-136.55,31.78
20017,0.14,-0.55,0.82,14.64,80.14,-141.73,31.92
20027,0.02,-0.58,0.89,9.86,63.76,-147.40,31.87
20037,-0.01,-0.62,0.95,7.36,42.46,-152.53,31.87
20047,0.01,-0.63,0.95,4.64,23.79,-160.14,31.87
20057,0.04,-0.62,0.91,1.59,13.79,-165.92,31.87
20067,0.06,-0.68,0.93,5.18,9.98,-169.62,31.87
20077,0.09,-0.73,0.92,12.82,13.34,-172.64,31.87
20087,0.11,-0.75,0.94,21.83,17.68,-176.09,31.87
20097,0.10,-0.75,0.95,26.03,17.51,-183.01,31.97
20107,0.12,-0.76,0.92,23.54,7.91,-192.49,31.92
20117,0.13,-0.77,0.90,16.82,-4.56,-203.24,31.92
20127,0.14,-0.78,0.92,10.55,-15.08,-209.71,31.82
20137,0.16,-0.79,0.91,4.82,-26.12,-214.73,31.82
20147,0.20,-0.82,0.92,-2.08,-32.40,-219.74,31.92
20157,0.27,-0.83,0.85,-6.15,-28.00,-222.99,31.92
20167,0.30,-0.82,0.76,-8.43,-11.76,-220.92,31.82
20177,0.26,-0.80,0.76,-15.24,26.76,-218.03,31.87
20187,0.22,-0.85,0.78,-16.73,52.69,-212.41,31.97
20197,0.14,-0.85,0.82,-15.13,79.27,-208.09,31.87
20207,0.03,-0.88,0.94,-11.21,89.97,-206.92,31.97
20217,-0.08,-0.88,1.09,-7.97,61.22,-211.15,31.87
20227,-0.10,-0.91,1.10,-5.76,24.98,-219.31,31.97
20237,-0.08,-0.89,1.08,-5.82,-13.01,-228.50,31.87
20247,0.00,-0.87,1.00,-4.49,-33.68,-234.66,31.97
20257,0.09,-0.82,0.92,-9.57,-36.98,-235.34,32.01
20267,0.21,-0.79,0.83,-15.22,-17.76,-228.63,32.01
20277,0.29,-0.83,0.78,-18.63,7.42,-221.97,31.82
20287,0.35,-0.85,0.74,-21.04,40.46,-217.69,31.82
20297,0.33,-0.87,0.77,-21.24,69.89,-214.08,31.73
20307,0.29,-0.93,0.89,-21.16,79.22,-214.90,31.97
20317,0.22,-0.92,1.01,-23.85,70.00,-223.51,32.01
20327,0.09,-0.91,1.05,-22.75,35.39,-229.60,31.92
20337,0.05,-0.88,1.04,-22.99,1.28,-233.42,31.97
20347,0.07,-0.89,1.00,-24.06,-18.95,-237.18,31.97
20357,0.11,-0.91,0.96,-24.84,-22.70,-238.12,31.87
20367,0.20,-0.93,0.88,-26.89,-11.13,-238.03,31.97
20377,0.26,-0.92,0.80,-24.03,18.18,-234.31,31.97
20387,0.19,-0.90,0.83,-17.62,45.56,-226.49,31.87
20397,0.09,-0.89,0.88,-14.84,62.02,-220.21,31.87
20407,0.02,-0.88,0.90,-17.07,64.09,-217.48,31.87
20417,-0.08,-0.85,0.90,-19.31,57.45,-219.30,31.92
20427,-0.19,-0.85,0.92,-15.60,45.68,-214.87,31.82
20437,-0.24,-0.82,0.93,-11.33,43.98,-207.28,31.82
20447,-0.31,-0.86,0.98,-1.37,45.82,-193.59,31.92
20457,-0.22,-0.95,0.89,21.97,80.08,-171.34,31.92
20467,-0.08,-1.00,0.81,54.03,135.19,-141.69,31.92
20477,-0.09,-0.90,0.69,80.98,200.00,-108.72,31.97
20487,-0.15,-0.81,0.64,88.75,262.31,-83.71,31.87
20497,-0.34,-0.73,0.70,83.34,289.83,-73.88,31.87
20507,-0.66,-0.58,0.93,64.58,263.47,-82.43,31.97
20517,-0.82,-0.52,1.03,43.10,190.85,-107.63,31.97
20527,-0.93,-0.47,0.99,23.44,92.37,-135.50,31.87
20537,-1.03,-0.36,1.01,-1.82,10.95,-147.68,31.87
20547,-0.98,-0.24,0.89,-14.24,-21.68,-132.23,31.87
20557,-0.89,-0.18,0.90,-14.96,-18.99,-93.05,31.87
20567,-0.77,-0.21,0.91,-12.99,-3.80,-56.41,31.92
20577,-0.57,-0.14,0.99,-20.05,21.39,-28.20,31.92
20587,-0.45,-0.18,1.11,-26.63,13.66,-12.00,31.92
20597,-0.25,-0.32,1.11,-36.47,-11.45,-25.18,31.73
20607,-0.25,-0.53,1.24,-37.54,-42.06,-50.37,31.92
20617,-0.09,-0.60,1.23,-30.53,-65.60,-67.16,31.82
20627,-0.13,-0.43,1.09,1.13,-51.94,-62.20,31.82
20637,-0.39,-0.20,1.02,-5.85,-26.23,-52.49,31.92
20647,-1.14,-0.13,0.94,-3.44,-83.04,-72.76,31.78
20657,-1.08,0.20,0.78,-18.82,-88.98,-7.53,31.87
