Millis,Acce_X,Acce_Y,Acce_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp
37227,0.00,-0.64,1.47,-73.68,56.84,-11.10,30.37
37237,-0.09,-0.77,1.66,-76.63,45.40,-16.79,30.46
37247,-0.17,-0.82,1.79,-73.01,24.31,-18.78,30.37
37257,-0.30,-0.85,1.88,-59.76,-1.11,-15.02,30.37
37267,-0.33,-0.88,1.94,-39.25,-18.72,-3.73,30.41
37277,-0.31,-0.89,1.95,-15.37,-27.82,9.85,30.32
37287,-0.24,-0.90,1.89,-0.75,-32.14,18.81,30.41
37297,-0.14,-0.95,1.86,10.44,-36.35,21.36,30.41
37307,-0.00,-1.08,1.80,22.67,-34.69,17.48,30.41
37317,-0.01,-1.14,1.88,38.90,-30.63,8.98,30.41
37327,-0.01,-1.17,1.87,61.11,-21.56,3.10,30.41
37337,-0.06,-1.19,1.85,83.18,-13.63,1.25,30.37
37347,-0.12,-1.17,1.79,98.78,-12.96,-0.15,30.37
37357,-0.16,-1.14,1.69,105.15,-19.04,0.84,30.37
37367,-0.21,-1.11,1.60,107.16,-37.73,1.19,30.37
37377,-0.19,-1.11,1.44,102.72,-49.85,1.33,30.46
37387,-0.20,-1.10,1.32,96.49,-68.81,4.35,30.37
37397,-0.18,-1.11,1.23,92.66,-85.08,7.91,30.27
37407,-0.10,-1.13,1.11,96.18,-87.57,12.20,30.41
37417,0.04,-1.19,1.05,104.76,-73.31,14.17,30.41
37427,0.16,-1.23,1.05,111.50,-47.65,11.82,30.32
37437,0.20,-1.20,1.04,118.81,-25.24,6.34,30.41
37447,0.17,-1.16,1.04,120.85,-6.66,0.02,30.41
37457,0.11,-1.12,1.05,121.15,3.53,-3.27,30.32
37467,0.05,-1.08,1.03,122.00,12.09,-3.05,30.32
37477,-0.00,-1.08,1.05,120.37,12.76,-0.20,30.46
37487,-0.03,-1.08,1.05,125.30,2.87,3.62,30.37
37497,-0.03,-1.07,1.06,133.21,-15.24,3.74,30.37
37507,-0.00,-1.06,1.01,142.60,-30.58,0.34,30.46
37517,0.02,-1.03,0.94,150.20,-40.40,-1.36,30.37
37527,0.10,-0.98,0.84,155.07,-34.89,-0.60,30.46
37537,0.10,-0.93,0.81,153.31,-21.98,2.08,30.37
37547,0.13,-0.93,0.83,147.10,-3.69,3.56,30.32
37557,0.11,-0.91,0.88,144.12,2.05,0.90,30.41
37567,0.10,-0.89,0.91,146.43,-0.52,-1.10,30.32
37577,0.12,-0.85,0.89,152.95,-6.90,-5.50,30.32
