Millis,Acce_X,Acce_Y,Acce_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp
66207,0.19,-0.40,0.82,-13.80,-18.92,-27.07,30.27
66217,0.11,-0.35,0.82,-17.10,-12.92,-29.07,30.27
66227,0.02,-0.31,0.85,-19.34,-3.11,-26.37,30.18
66237,-0.06,-0.28,0.89,-20.14,7.68,-19.97,30.27
66247,-0.11,-0.27,0.92,-20.41,17.77,-10.89,30.18
66257,-0.15,-0.27,0.97,-21.18,22.00,-2.53,30.27
66267,-0.20,-0.28,1.01,-22.67,23.40,6.93,30.22
66277,-0.20,-0.30,1.04,-22.09,21.56,16.95,30.22
66287,-0.18,-0.32,1.06,-22.23,20.03,26.00,30.32
66297,-0.11,-0.34,1.08,-22.53,12.20,32.03,30.22
66307,-0.04,-0.36,1.08,-22.15,5.95,37.16,30.22
66317,0.06,-0.38,1.05,-19.69,-1.53,41.13,30.27
66327,0.16,-0.47,1.08,-19.77,-7.24,38.24,30.27
66337,0.28,-0.52,1.11,-19.11,-8.41,35.07,30.27
66347,0.44,-0.59,1.13,-16.96,-5.51,27.04,30.27
66357,0.59,-0.69,1.16,-13.88,-0.64,12.66,30.18
66367,0.70,-0.75,1.17,-11.11,3.42,-4.20,30.18
66377,0.77,-0.79,1.15,-5.51,11.76,-22.47,30.18
66387,0.77,-0.79,1.15,3.54,19.33,-40.37,30.32
66397,0.71,-0.73,1.12,11.28,25.50,-58.34,30.32
66407,0.63,-0.64,1.06,11.45,32.95,-72.09,30.22
66417,0.53,-0.58,1.03,7.04,44.47,-77.37,30.32
66427,0.45,-0.54,1.06,9.16,51.54,-72.11,30.13
66437,0.40,-0.51,1.10,13.95,55.30,-63.30,30.22
66447,0.41,-0.52,1.09,20.34,52.85,-61.47,30.18
66457,0.41,-0.57,1.09,20.64,41.54,-70.26,30.27
66467,0.37,-0.59,1.09,17.24,21.02,-86.96,30.18
66477,0.27,-0.56,1.10,13.15,0.81,-101.59,30.18
66487,0.22,-0.48,1.08,7.82,-12.40,-107.74,30.18
66497,0.18,-0.41,1.00,7.89,-10.06,-104.79,30.18
66507,0.17,-0.39,0.98,6.98,1.56,-95.36,30.18
66517,0.18,-0.40,0.97,7.66,15.21,-88.66,30.18
66527,0.21,-0.44,0.97,7.04,25.22,-86.67,30.13
66537,0.23,-0.46,0.96,3.02,29.19,-92.06,30.22
66547,0.23,-0.50,0.99,-3.40,24.63,-102.95,30.22
66557,0.23,-0.52,0.98,-9.88,18.96,-116.50,30.32
66567,0.21,-0.44,0.92,-13.53,20.12,-124.11,30.32
66577,0.17,-0.35,0.91,-14.49,26.79,-126.08,30.27
66587,0.14,-0.29,0.88,-16.06,41.07,-119.45,30.18
66597,0.07,-0.26,0.90,-17.42,55.85,-108.44,30.27
66607,0.01,-0.25,0.93,-15.27,67.16,-98.06,30.18
66617,-0.03,-0.25,0.96,-11.50,67.85,-90.12,30.18
66627,-0.05,-0.24,0.98,-10.38,56.55,-86.03,30.27
66637,-0.05,-0.24,0.98,-10.82,41.01,-83.31,30.27
66647,-0.00,-0.28,0.95,-9.11,31.60,-79.54,30.18
66657,0.06,-0.36,0.94,-10.70,27.33,-78.73,30.13
66667,0.11,-0.42,0.96,-13.97,24.44,-80.67,30.22
66677,0.16,-0.46,0.93,-14.96,19.45,-86.31,30.22
66687,0.16,-0.49,0.90,-14.58,13.18,-90.02,30.22
66697,0.15,-0.47,0.83,-13.13,9.66,-89.79,30.22
66707,0.16,-0.45,0.83,-12.60,10.37,-87.28,30.27
66717,0.16,-0.44,0.82,-12.82,11.51,-83.82,30.18
66727,0.17,-0.45,0.80,-12.08,9.25,-82.64,30.18
66737,0.19,-0.44,0.77,-12.41,4.34,-85.37,30.18
66747,0.21,-0.43,0.78,-15.27,-1.51,-89.97,30.18
66757,0.22,-0.43,0.82,-20.09,-9.74,-95.27,30.18
66767,0.25,-0.43,0.88,-23.54,-16.14,-99.30,30.27
66777,0.30,-0.45,0.85,-23.31,-8.44,-99.88,30.22
66787,0.33,-0.50,0.83,-24.15,13.68,-93.85,30.22
66797,0.32,-0.56,0.91,-23.53,36.61,-89.82,30.32
66807,0.26,-0.63,1.02,-18.35,49.02,-88.27,30.22
66817,0.22,-0.65,1.05,-13.51,46.29,-94.26,30.22
66827,0.21,-0.65,1.01,-7.39,32.55,-101.60,30.32
66837,0.22,-0.63,0.94,-4.24,22.31,-109.27,30.18
66847,0.20,-0.61,0.90,-4.60,17.04,-112.55,30.18
66857,0.18,-0.60,0.88,-8.47,15.66,-114.32,30.18
66867,0.21,-0.61,0.89,-12.66,14.46,-115.69,30.18
66877,0.21,-0.63,0.88,-17.02,16.05,-117.30,30.18
66887,0.22,-0.65,0.89,-17.65,17.98,-118.66,30.18
66897,0.26,-0.65,0.91,-15.15,24.75,-120.63,30.18
66907,0.27,-0.67,0.90,-11.02,31.69,-123.54,30.22
66917,0.28,-0.69,0.88,-8.58,38.69,-126.11,30.32
