Millis,Acce_X,Acce_Y,Acce_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp
121267,0.11,-0.28,0.96,10.56,-0.12,-2.43,30.55
121277,0.11,-0.28,0.96,10.41,-2.32,-4.08,30.55
121287,0.09,-0.28,0.96,11.16,-5.25,-5.13,30.65
121297,0.10,-0.27,0.92,12.84,-6.76,-5.34,30.65
121307,0.09,-0.25,0.90,13.11,-6.52,-5.30,30.60
121317,0.07,-0.24,0.85,11.86,-8.43,-5.36,30.51
121327,0.07,-0.23,0.82,10.35,-6.98,-5.02,30.60
121337,0.04,-0.22,0.80,8.44,-8.67,-3.94,30.51
121347,0.03,-0.21,0.75,5.73,-10.84,-2.53,30.60
121357,0.04,-0.21,0.70,2.26,-11.15,-0.47,30.51
121367,0.04,-0.20,0.67,-1.56,-9.97,2.34,30.69
121377,0.04,-0.20,0.63,-4.87,-8.27,5.25,30.60
121387,0.04,-0.20,0.58,-8.84,-6.64,8.82,30.65
121397,0.06,-0.20,0.55,-13.85,-5.18,12.15,30.65
121407,0.09,-0.20,0.53,-19.85,-1.83,13.95,30.55
121417,0.12,-0.21,0.53,-26.61,2.14,15.04,30.55
121427,0.13,-0.23,0.55,-32.37,6.69,15.77,30.55
121437,0.12,-0.24,0.59,-36.66,11.76,14.69,30.55
121447,0.11,-0.26,0.62,-40.02,12.89,12.96,30.65
121457,0.07,-0.26,0.65,-42.70,11.28,11.74,30.60
121467,0.02,-0.26,0.69,-43.88,6.84,11.02,30.60
121477,0.01,-0.27,0.71,-44.56,1.57,11.57,30.51
121487,-0.02,-0.26,0.70,-46.60,-4.82,12.27,30.60
121497,-0.01,-0.26,0.70,-48.70,-10.67,13.82,30.60
121507,-0.01,-0.24,0.66,-51.73,-13.71,15.66,30.51
121517,0.02,-0.24,0.64,-55.56,-13.07,19.19,30.65
121527,0.04,-0.26,0.63,-60.60,-6.73,23.16,30.55
121537,0.05,-0.28,0.65,-64.98,0.76,25.71,30.55
121547,0.06,-0.30,0.67,-68.85,6.46,27.83,30.65
121557,0.06,-0.32,0.70,-71.86,6.96,27.65,30.55
121567,0.07,-0.34,0.70,-74.85,5.30,26.26,30.65
121577,0.08,-0.37,0.71,-76.08,1.86,24.52,30.55
121587,0.07,-0.39,0.72,-77.56,-0.38,22.73,30.55
121597,0.10,-0.40,0.73,-78.93,-2.20,22.18,30.65
121607,0.11,-0.42,0.73,-79.28,-3.02,20.64,30.51
121617,0.13,-0.45,0.71,-78.92,-3.80,17.88,30.60
121627,0.13,-0.46,0.67,-78.03,-2.17,14.79,30.51
121637,0.11,-0.47,0.65,-77.28,-1.10,11.22,30.60
121647,0.10,-0.49,0.62,-78.14,0.56,9.21,30.60
121657,0.08,-0.48,0.59,-81.04,3.39,8.40,30.60
121667,0.05,-0.48,0.59,-82.63,3.40,8.90,30.60
121677,0.03,-0.50,0.60,-82.52,0.90,9.51,30.60
121687,0.02,-0.54,0.58,-81.95,-3.77,9.36,30.65
121697,0.03,-0.57,0.55,-81.22,-9.24,9.33,30.55
121707,0.03,-0.61,0.54,-81.63,-16.11,9.76,30.55
121717,0.04,-0.66,0.52,-82.63,-22.90,8.81,30.65
121727,0.05,-0.73,0.48,-84.43,-31.56,6.55,30.55
121737,0.04,-0.77,0.43,-85.19,-38.73,2.81,30.65
121747,0.06,-0.73,0.32,-83.50,-38.18,2.47,30.55
121757,0.05,-0.71,0.20,-86.24,-27.59,8.20,30.60
121767,0.05,-0.71,0.11,-95.80,-10.84,16.35,30.60
121777,0.03,-0.75,0.10,-109.57,3.73,24.55,30.60
121787,-0.04,-0.84,0.20,-125.73,13.59,32.84,30.51
121797,-0.08,-0.96,0.33,-136.98,12.64,37.77,30.69
121807,-0.15,-1.05,0.46,-144.18,-0.89,38.49,30.51
121817,-0.18,-1.12,0.55,-146.56,-23.27,38.17,30.55
121827,-0.19,-1.16,0.59,-145.66,-48.96,41.60,30.51
121837,-0.15,-1.15,0.56,-138.61,-68.89,45.97,30.55
121847,-0.09,-1.17,0.54,-134.84,-82.82,49.82,30.65
121857,-0.01,-1.17,0.49,-134.92,-87.56,54.37,30.55
121867,0.04,-1.18,0.47,-136.37,-85.60,57.82,30.55
121877,0.07,-1.20,0.45,-139.16,-81.45,59.40,30.55
121887,0.10,-1.23,0.44,-141.66,-76.58,60.34,30.55
121897,0.09,-1.25,0.44,-142.78,-72.79,60.63,30.55
121907,0.08,-1.28,0.43,-143.69,-75.05,60.90,30.60
121917,0.09,-1.30,0.40,-145.66,-83.18,60.43,30.60
121927,0.13,-1.30,0.34,-148.00,-82.75,60.96,30.60
